officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,sourcePdfPages
IQDENT-INSTRUMENT-03-10,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-10,03-10,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,11
IQDENT-INSTRUMENT-03-15,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-15,03-15,2,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,12
IQDENT-INSTRUMENT-03-16,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-16,03-16,2,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,12
IQDENT-INSTRUMENT-03-18,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-18,03-18,2,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,12
IQDENT-INSTRUMENT-07-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,07-01,07-01,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,22
IQDENT-INSTRUMENT-07-05,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,07-05,07-05,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,22
IQDENT-INSTRUMENT-07-16,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,07-16,07-16,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,22
IQDENT-INSTRUMENT-07-09,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR FOR FISSURES,07-09,07-09,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,22
IQDENT-INSTRUMENT-07-18,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR FOR FISSURES,07-18,07-18,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-07-30,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE FISSURE MODELLING TOOL,07-30,07-30,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-07-27,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE MODELLING TOOL,07-27,07-27,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-07-28,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE MODELLING TOOL,07-28,07-28,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-07-29,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE MODELLING TOOL,07-29,07-29,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-07-33,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE MODELLING TOOL,07-33,07-33,2,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,24
IQDENT-INSTRUMENT-03-13,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE O APPLICATOR,03-13,03-13,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,11
IQDENT-INSTRUMENT-07-26,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE PLUGGER,07-26,07-26,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,23
IQDENT-INSTRUMENT-02-03,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED CYLINDRICAL PLUGGER,02-03,02-03,2,IQ Dent / Hand instruments / Pluggers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,9
IQDENT-INSTRUMENT-01-14,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED DIAGNOSTIC PROBE,01-14,01-14,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,7
IQDENT-INSTRUMENT-03-05,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED DISTAL COMPOSITE APPLICATOR,03-05,03-05,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,10
IQDENT-INSTRUMENT-10-11,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 1/2,10-11,10-11,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,27
IQDENT-INSTRUMENT-10-16,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 11/12,10-16,10-16,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,28
IQDENT-INSTRUMENT-10-17,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 13/14,10-17,10-17,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,28
IQDENT-INSTRUMENT-10-12,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 3/4,10-12,10-12,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,27
IQDENT-INSTRUMENT-10-13,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 5/6,10-13,10-13,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,27
IQDENT-INSTRUMENT-10-14,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 7/8,10-14,10-14,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,28
IQDENT-INSTRUMENT-10-15,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED GRACEY CURETTE N° 9/10,10-15,10-15,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,28
IQDENT-INSTRUMENT-07-31,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED RETRACTION CORD TOOL,07-31,07-31,2,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,24
IQDENT-INSTRUMENT-07-32,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED RETRACTION CORD TOOL,07-32,07-32,2,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,24
IQDENT-INSTRUMENT-03-19,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED SPATULA,03-19,03-19,2,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,12
IQDENT-INSTRUMENT-10-05,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED SUPRAGINGIVAL CURETTE,10-05,10-05,1,IQ Dent / Hand instruments / Periodontal instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,27
IQDENT-INSTRUMENT-05-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent EXCAVATOR,05-01,05-01,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,20
IQDENT-INSTRUMENT-05-02,IQ Dent,IQdent Sp. z o.o.,IQ Dent EXCAVATOR,05-02,05-02,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,20
IQDENT-INSTRUMENT-16-03,IQ Dent,IQdent Sp. z o.o.,IQ Dent HEIDBRINK ROOT ELEVATOR,16-03,16-03,1,IQ Dent / Hand instruments / Surgical instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,34
IQDENT-INSTRUMENT-13-07,IQ Dent,IQdent Sp. z o.o.,IQ Dent LIGATURE PUSHER,13-07,13-07,1,IQ Dent / Hand instruments / Orthodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,32
IQDENT-INSTRUMENT-13-10,IQ Dent,IQdent Sp. z o.o.,IQ Dent LIGATURE PUSHER WITH LINGUAL LIGATURE PUSHER,13-10,13-10,1,IQ Dent / Hand instruments / Orthodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,32
IQDENT-INSTRUMENT-01-00,IQ Dent,IQdent Sp. z o.o.,IQ Dent MIRROR HOLDER,01-00,01-00,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,6
IQDENT-INSTRUMENT-01-15,IQ Dent,IQdent Sp. z o.o.,IQ Dent NORTH CAROLINA PERIODONTAL PROBE,01-15,01-15,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,7
IQDENT-INSTRUMENT-13-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent ORTHODONTIC PROBE -LIGATURE PUSHER,13-01,13-01,1,IQ Dent / Hand instruments / Orthodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,32
IQDENT-INSTRUMENT-05-03,IQ Dent,IQdent Sp. z o.o.,IQ Dent PERIODONTAL EXCAVATORS,05-03,05-03,1,IQ Dent / Hand instruments / Excavators and carvers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,20
IQDENT-INSTRUMENT-16-08,IQ Dent,IQdent Sp. z o.o.,IQ Dent SIDE ALVEOLAR CURETTE,16-08,16-08,1,IQ Dent / Hand instruments / Surgical instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,35
IQDENT-INSTRUMENT-16-04,IQ Dent,IQdent Sp. z o.o.,IQ Dent SINUS LIFT INSTRUMENT,16-04,16-04,1,IQ Dent / Hand instruments / Surgical instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,34
IQDENT-INSTRUMENT-16-05,IQ Dent,IQdent Sp. z o.o.,IQ Dent SINUS LIFT INSTRUMENT,16-05,16-05,1,IQ Dent / Hand instruments / Surgical instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,35
IQDENT-INSTRUMENT-16-09,IQ Dent,IQdent Sp. z o.o.,IQ Dent SINUS LIFT INSTRUMENT,16-09,16-09,1,IQ Dent / Hand instruments / Surgical instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,35
IQDENT-INSTRUMENT-01-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent STANDARD EXPLORER,01-01,01-01,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,6
IQDENT-INSTRUMENT-01-11,IQ Dent,IQdent Sp. z o.o.,IQ Dent STANDARD EXPLORER,01-11,01-11,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,7
IQDENT-INSTRUMENT-01-13,IQ Dent,IQdent Sp. z o.o.,IQ Dent STANDARD EXPLORER,01-13,01-13,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,7
IQDENT-INSTRUMENT-00-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent STANDARD TWEEZERS,00-01,00-01,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,6
IQDENT-STERILIZATION-CASSETTE-10,IQ Dent,IQdent Sp. z o.o.,IQ Dent sterilization cassette for 10 instruments,,,8,IQ Dent / Sterilization cassettes,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_AND_PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,39–40
IQDENT-STERILIZATION-CASSETTE-20,IQ Dent,IQdent Sp. z o.o.,IQ Dent sterilization cassette for 20 instruments,,,8,IQ Dent / Sterilization cassettes,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_AND_PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,41
IQDENT-STERILIZATION-CASSETTE-5,IQ Dent,IQdent Sp. z o.o.,IQ Dent sterilization cassette for 5 instruments,,,8,IQ Dent / Sterilization cassettes,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_AND_PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,39–40
IQDENT-INSTRUMENT-01-16,IQ Dent,IQdent Sp. z o.o.,IQ Dent WHO DIAGNOSTIC PROBE,01-16,01-16,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,7
