officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,sourcePdfPages
IQDENT-BUR-198,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 198",,314.198.514.010 | 314.198.514.012 | 314.198.514.014 | 314.198.514.016 | 314.198.514.018 | 314.198.514.021 | 314.198.514.023 | 314.198.514.025 | 314.198.524.010 | 314.198.524.012 | 314.198.524.014 | 314.198.524.016 | 314.198.524.018 | 314.198.524.021 | 314.198.524.023 | 314.198.524.025 | 314.198.534.010 | 314.198.534.012 | 314.198.534.014 | 314.198.534.016 | 314.198.534.018 | 314.198.534.021 | 314.198.534.023 | 314.198.534.025 | 314.198.544.010 | 314.198.544.012 | 314.198.544.014 | 314.198.544.016 | 314.198.544.018 | 314.198.544.021 | 314.198.544.023 | 314.198.544.025,32,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-199,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 199",,314.199.504.010 | 314.199.504.012 | 314.199.504.014 | 314.199.504.016 | 314.199.504.018 | 314.199.514.010 | 314.199.514.012 | 314.199.514.014 | 314.199.514.016 | 314.199.514.018 | 314.199.524.010 | 314.199.524.012 | 314.199.524.014 | 314.199.524.016 | 314.199.524.018 | 314.199.534.012 | 314.199.534.014 | 314.199.534.016 | 314.199.534.018 | 314.199.544.012 | 314.199.544.014 | 314.199.544.016 | 314.199.544.018,23,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-219,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 219",314.219.534.014,314.219.534.014,1,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-220,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 220",,314.220.514.014 | 314.220.524.014 | 314.220.534.014,3,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-225,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 225",,204.225.524.018 | 314.225.514.012 | 314.225.514.014 | 314.225.514.016 | 314.225.514.018 | 314.225.524.012 | 314.225.524.014 | 314.225.524.016 | 314.225.524.018 | 314.225.534.012 | 314.225.534.014 | 314.225.534.016 | 314.225.534.018 | 314.225.544.014 | 314.225.544.016 | 314.225.544.018,16,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-232,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 232",,314.232.524.008 | 314.232.524.009,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,18
IQDENT-BUR-238,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 238",,314.238.514.010 | 314.238.514.012 | 314.238.514.014 | 314.238.514.016 | 314.238.524.010 | 314.238.524.012 | 314.238.524.014 | 314.238.524.016 | 314.238.534.014 | 314.238.534.016,10,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-243,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 243",,313.243.524.012 | 314.243.504.010 | 314.243.504.012 | 314.243.504.018 | 314.243.504.023 | 314.243.504.025 | 314.243.514.010 | 314.243.514.012 | 314.243.514.018 | 314.243.514.023 | 314.243.514.025 | 314.243.524.010 | 314.243.524.012 | 314.243.524.018 | 314.243.524.023 | 314.243.524.025 | 314.243.534.010 | 314.243.534.012 | 314.243.534.018 | 314.243.534.023 | 314.243.534.025 | 314.243.544.012 | 314.243.544.018 | 314.243.544.023 | 314.243.544.025,25,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-249,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 249",,314.249.504.010 | 314.249.504.012 | 314.249.504.014 | 314.249.504.016 | 314.249.514.010 | 314.249.514.012 | 314.249.514.014 | 314.249.514.016 | 314.249.524.010 | 314.249.524.012 | 314.249.524.014 | 314.249.524.016 | 314.249.534.012 | 314.249.534.014 | 314.249.534.016 | 314.249.544.012 | 314.249.544.014 | 314.249.544.016,18,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-250,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 250",,314.250.504.012 | 314.250.504.014 | 314.250.504.016 | 314.250.504.018 | 314.250.514.012 | 314.250.514.014 | 314.250.514.016 | 314.250.514.018 | 314.250.524.012 | 314.250.524.014 | 314.250.524.016 | 314.250.524.018 | 314.250.534.012 | 314.250.534.014 | 314.250.534.016 | 314.250.534.018 | 314.250.544.012 | 314.250.544.014 | 314.250.544.016 | 314.250.544.018,20,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-251,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 251",,314.251.504.014 | 314.251.504.016 | 314.251.504.018 | 314.251.514.014 | 314.251.514.016 | 314.251.514.018 | 314.251.524.014 | 314.251.524.016 | 314.251.524.018 | 314.251.534.014 | 314.251.534.016 | 314.251.534.018 | 314.251.544.014 | 314.251.544.016 | 314.251.544.018,15,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-254,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 254",,314.254.504.014 | 314.254.504.016 | 314.254.504.018 | 314.254.504.021 | 314.254.504.023 | 314.254.514.014 | 314.254.514.016 | 314.254.514.018 | 314.254.514.021 | 314.254.514.023 | 314.254.524.014 | 314.254.524.016 | 314.254.524.018 | 314.254.524.021 | 314.254.524.023 | 314.254.534.014 | 314.254.534.016 | 314.254.534.018 | 314.254.534.021 | 314.254.534.023 | 314.254.544.014 | 314.254.544.016 | 314.254.544.018 | 314.254.544.021 | 314.254.544.023,25,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,19
IQDENT-BUR-257,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 257",,314.257.504.012 | 314.257.504.014 | 314.257.504.016 | 314.257.504.018 | 314.257.504.021 | 314.257.504.023 | 314.257.514.012 | 314.257.514.014 | 314.257.514.016 | 314.257.514.018 | 314.257.514.021 | 314.257.514.023 | 314.257.524.012 | 314.257.524.014 | 314.257.524.016 | 314.257.524.018 | 314.257.524.021 | 314.257.524.023 | 314.257.534.012 | 314.257.534.014 | 314.257.534.016 | 314.257.534.018 | 314.257.534.021 | 314.257.534.023 | 314.257.544.012 | 314.257.544.014 | 314.257.544.016 | 314.257.544.018 | 314.257.544.021 | 314.257.544.023,30,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,20
IQDENT-BUR-271,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 271",,314.271.514.007 | 314.271.524.007,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,23
IQDENT-BUR-277,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 277",,204.277.514.018 | 204.277.524.018 | 314.277.504.012 | 314.277.504.014 | 314.277.504.016 | 314.277.504.018 | 314.277.504.021 | 314.277.514.009 | 314.277.514.012 | 314.277.514.014 | 314.277.514.016 | 314.277.514.018 | 314.277.514.021 | 314.277.524.009 | 314.277.524.012 | 314.277.524.014 | 314.277.524.016 | 314.277.524.018 | 314.277.524.021 | 314.277.534.012 | 314.277.534.014 | 314.277.534.016 | 314.277.534.018 | 314.277.534.021 | 314.277.544.012 | 314.277.544.014 | 314.277.544.016 | 314.277.544.018 | 314.277.544.021,29,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,20 | 23
IQDENT-BUR-288,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 288",,314.288.514.010 | 314.288.514.012 | 314.288.524.010 | 314.288.524.012 | 314.288.534.010 | 314.288.534.012 | 314.288.544.010 | 314.288.544.012,8,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,20
IQDENT-BUR-289,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 289",,314.289.514.010 | 314.289.514.012 | 314.289.524.010 | 314.289.524.012 | 314.289.534.010 | 314.289.534.012 | 314.289.544.010 | 314.289.544.012,8,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,20
IQDENT-BUR-290,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 290",,314.290.504.010 | 314.290.504.012 | 314.290.504.014 | 314.290.504.016 | 314.290.514.010 | 314.290.514.012 | 314.290.514.014 | 314.290.514.016 | 314.290.524.010 | 314.290.524.012 | 314.290.524.014 | 314.290.524.016 | 314.290.534.012 | 314.290.534.014 | 314.290.534.016 | 314.290.544.014 | 314.290.544.016,17,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,20
IQDENT-BUR-291,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 291",,314.291.514.012 | 314.291.514.014 | 314.291.514.016 | 314.291.524.012 | 314.291.524.014 | 314.291.524.016 | 314.291.534.012 | 314.291.534.014 | 314.291.534.016,9,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-295,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 295",,314.295.514.007 | 314.295.524.007,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,23
IQDENT-BUR-298,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 298",,314.298.514.012 | 314.298.514.014 | 314.298.514.016 | 314.298.514.018 | 314.298.514.021 | 314.298.524.012 | 314.298.524.014 | 314.298.524.016 | 314.298.524.018 | 314.298.524.021 | 314.298.524.023 | 314.298.534.012 | 314.298.534.014 | 314.298.534.016 | 314.298.534.018 | 314.298.534.021 | 314.298.534.023 | 314.298.544.012 | 314.298.544.014 | 314.298.544.016 | 314.298.544.018 | 314.298.544.021 | 314.298.544.023,23,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-299,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 299",,314.299.514.012 | 314.299.514.014 | 314.299.514.016 | 314.299.514.018 | 314.299.524.012 | 314.299.524.014 | 314.299.524.016 | 314.299.524.018 | 314.299.524.021 | 314.299.534.012 | 314.299.534.014 | 314.299.534.016 | 314.299.534.018 | 314.299.534.021 | 314.299.544.012 | 314.299.544.014 | 314.299.544.016 | 314.299.544.018 | 314.299.544.021,19,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-388,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 388",,314.388.524.010 | 314.388.524.012 | 314.388.524.014 | 314.388.524.016 | 314.388.534.010 | 314.388.534.012 | 314.388.534.014 | 314.388.534.016 | 314.388.544.010 | 314.388.544.012 | 314.388.544.014 | 314.388.544.016,12,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,12
IQDENT-BUR-464,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 464",,314.464.504.018 | 314.464.514.018,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-465,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 465",,314.465.514.016 | 314.465.514.018 | 314.465.524.016 | 314.465.524.018,4,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-494,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 494",,314.494.524.012 | 314.494.524.014 | 314.494.524.016 | 314.494.524.018 | 314.494.534.012 | 314.494.534.014 | 314.494.534.016 | 314.494.534.018 | 314.494.544.012 | 314.494.544.014 | 314.494.544.016 | 314.494.544.018,12,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,12
IQDENT-BUR-507,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 507",,314.507.514.018 | 314.507.514.023 | 314.507.524.018 | 314.507.524.023 | 314.507.534.018 | 314.507.534.023 | 314.507.544.018 | 314.507.544.023,8,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,21
IQDENT-BUR-508,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 508",,314.508.514.018 | 314.508.514.021 | 314.508.524.018 | 314.508.524.021 | 314.508.534.018 | 314.508.534.021 | 314.508.544.018 | 314.508.544.021,8,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,22
IQDENT-BUR-539,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 539",,314.539.514.010 | 314.539.524.010 | 314.539.534.010,3,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,22
IQDENT-BUR-540,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 540",,314.540.514.007 | 314.540.514.009 | 314.540.514.010 | 314.540.524.007 | 314.540.524.009 | 314.540.524.010 | 314.540.534.009 | 314.540.534.010,8,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,22 | 23
IQDENT-BUR-697,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 697",,314.697.514.007 | 314.697.524.007 | 314.697.524.010 | 314.697.524.012 | 314.697.524.014 | 314.697.524.016 | 314.697.524.018 | 314.697.534.010 | 314.697.534.012 | 314.697.534.014 | 314.697.534.016 | 314.697.534.018 | 314.697.544.012 | 314.697.544.014 | 314.697.544.016 | 314.697.544.018,16,IQ Dent / Crown Cutters,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,6 | 12 | 23
IQDENT-BUR-698,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 698",,314.698.514.007 | 314.698.524.007,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,23
IQDENT-BUR-699,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 699",,314.699.514.008 | 314.699.524.008,2,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,22
IQDENT-BUR-834,IQ Dent,IQdent Sp. z o.o.,"IQ Dent dental bur, shape 834",,314.834.524.016 | 314.834.524.018 | 314.834.524.021,3,IQ Dent / Diamond Burs,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/iqdent_katalog_web.pdf,22
IQDENT-INSTRUMENT-01-04,IQ Dent,IQdent Sp. z o.o.,IQ Dent DIAGNOSTIC EXPLORER FOR KIDS,01-04,01-04,1,IQ Dent / Hand instruments / Diagnostic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,6
IQDENT-INSTRUMENT-02-15,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED BALL PLUGGER,02-15,02-15,2,IQ Dent / Hand instruments / Pluggers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,9
IQDENT-INSTRUMENT-02-16,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED BALL PLUGGER,02-16,02-16,2,IQ Dent / Hand instruments / Pluggers,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,9
IQDENT-INSTRUMENT-12-02,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED CANAL ORIFICE LOCATOR,12-02,12-02,1,IQ Dent / Hand instruments / Endodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,30
IQDENT-INSTRUMENT-12-04,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED CANAL ORIFICE LOCATOR,12-04,12-04,1,IQ Dent / Hand instruments / Endodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,30
IQDENT-INSTRUMENT-12-05,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED CANAL ORIFICE LOCATOR,12-05,12-05,1,IQ Dent / Hand instruments / Endodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,31
IQDENT-INSTRUMENT-12-03,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED CANAL ORIFICE LOCATOR WITH EXTENDED,12-03,12-03,1,IQ Dent / Hand instruments / Endodontic instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,30
IQDENT-INSTRUMENT-03-01,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-01,03-01,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,10
IQDENT-INSTRUMENT-03-03,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-03,03-03,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,10
IQDENT-INSTRUMENT-03-04,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-04,03-04,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,10
IQDENT-INSTRUMENT-03-06,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-06,03-06,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,11
IQDENT-INSTRUMENT-03-08,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-08,03-08,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,11
IQDENT-INSTRUMENT-03-09,IQ Dent,IQdent Sp. z o.o.,IQ Dent DOUBLE-ENDED COMPOSITE APPLICATOR,03-09,03-09,1,IQ Dent / Hand instruments / Composite instruments,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://iqdent.pl/wp-content/uploads/2025/01/AKTUALNY_KATALOG_IQ_03.01_web.pdf,11
