officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,country,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
AES-CKB-106,Aes,Aes,Брекеты керамические,CKB - 106,CKB - 106,3,Китай,Стоматологические товары,,https://stomir.kz/user_uploads/products/536-00003_256.jpg,1,EXACT_KZ_LISTING,CANONICAL_CONTENT_READY,https://stomir.kz/catalog/breket-sistema/170223023330
