officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,model,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
SUNTEM-SIP-10,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",SIP-10 (built-in) dental chair water disinfection instrument,SIP-10,SIP-10,SIP-10,1,Стоматологическая водоподготовка,"SIP-10 (built-in) dental chair water disinfection instrument Product details Standard configuration Options Technical parameter Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/english/upload/cms/www/202206/292356336zcs.jpg,2,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/other/1350.jhtml
SUNTEM-ST-ANNA,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-ANNA DENTAL UNIT (children's dental chair),ST-ANNA,ST-ANNA,ST-ANNA,1,Стоматологические установки,"ST-ANNA DENTAL UNIT (children's dental chair) This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Standard configuration ● 24V DC motor patient chair (safety system): 1 set ● 4-way joystick (controlpatientchair go up/down/front/back): 1 set ● Sewed eco-leather cushion: 1 set ● Double articulate headrest: 1 set ● 9-programs inter-lock control system: 1 set ● Auto spittoon flushing and cup filler control system: 1 set ● Mobile instrument trolly (interlock): 1 set ● Assistant system: 1 set ● High suction and salive ejector system (aluminium alloy handle/detachable & autoclavable): 1 set ● Outer water tank: 1 set ● Round foot switch: 1 set ● Water / gas / electricity main switch device: 1 set ● Removable ceramic spittoon:1 set ● LED Film viewer: 1 set ● LED-9 operating lamp (adjustable color temperature / illuminance):1 set ● 3-way syringe (cold / hot):1 ● External junction box: 1 set ● ST-603 Doctor stool: 1 set ● Smart phone fixer: 1 set Options ◎ LED-10 operating lamp (adjustable color temperature / illuminance ) :1 set ◎ Imported central suction machine (wet suction):1 set ◎ SIP-10 (built-in) dental unit water pipelines sterilizer: 1 set Technical parameter ● Power supply voltage: AC 220V-230V / 50Hz ● Water pressure: 0.2MPa-0.4MPa/ 2.0-4.0 bar ● Water source flow:＞10L/min ● Air pressure: 0.5MPa-0.8MPa/ 5.5-8 bar ● Air flow:＞50L/min Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/english/upload/cms/www/202206/292356336zcs.jpg,2,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1336.jhtml
SUNTEM-ST-D302,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D302 DENTAL UNIT,ST-D302,ST-D302,ST-D302,1,Стоматологические установки,"ST-D302 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/tpl_res/upload/kind/image/20250624/20250624114713_130.jpg,9,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1363.jhtml
SUNTEM-ST-D303,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D303 DENTAL UNIT,ST-D303,ST-D303,ST-D303,1,Стоматологические установки,"ST-D303 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/tpl_res/upload/kind/image/20260418/20260418112709_603.jpg,9,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1343.jhtml
SUNTEM-ST-D307,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D307 DENTAL UNIT,ST-D307,ST-D307,ST-D307,1,Стоматологические установки,"ST-D307 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/tpl_res/upload/kind/image/20240718/20240718155334_435.jpg,9,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1334.jhtml
SUNTEM-ST-D520,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D520 DENTAL UNIT,ST-D520,ST-D520,ST-D520,1,Стоматологические установки,"ST-D520 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/tpl_res/upload/kind/image/20260418/20260418171434_865.jpg,9,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1341.jhtml
SUNTEM-ST-D530,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D530 DENTAL UNIT,ST-D530,ST-D530,ST-D530,1,Стоматологические установки,"ST-D530 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/tpl_res/upload/kind/image/20240719/20240719152233_76.jpg,9,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1344.jhtml
SUNTEM-ST-D560,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D560 DENTAL UNIT,ST-D560,ST-D560,ST-D560,1,Стоматологические установки,"ST-D560 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Standard configuration ● Luxury patient chair with safety system :1 set ● Sewed eco-leather cushion : 1 set ● Water unit box : 1 set ● Instrument tray (Interlock) :1 set ● Main switch for water/air/power : 1 set ● Foot controller : 1 set ● 4-way joystick (Control patient chair go up/down/front/back) : 1 set ● 3-way syringe (cold/hot water) : 2 sets ● LED-10 operating light (adjustable color temperature/illuminance): 1 set ● Left & Right armrest: 1 set ● Double articulate headrest: 1 set ● Assistant system: 1 set ● 603 doctor stool: 2 sets ● LED film viewer: 1 set ● 9-programs inter-lock control system : 1 set ● Pure water system: 1 set ● Removable ceramic spittoon: 1 set ● Built-in floor box: 1 set Options ◎ Mobile Instrument trolly with stainless steel tray: 1 set ◎ Assistant system (with stainless steel tray): 1 set ◎ Automatic cup filler with sensor: 1 set ◎ Central suction system with place selection valve: 1 set ◎ Intelligent self-detect system: 1 set ◎ External junction box: 1 set ◎ Imported suction pump (wet suction): 1 set ◎ SIP-10 (built-in) dental unit water pipelines sterilizer: 1 set Technical parameter ● Rated voltage: AC 220V / 50Hz ● Motor voltage: DC 24V ● Water pressure: 0.2MPa-0.6MPa ● Air pressure: 0.5MPa-0.8MPa ● Maximum loading capacity: ≤180kg ● Height range of patient chair: 400-800mm Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/english/upload/cms/www/202206/292356336zcs.jpg,2,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1338.jhtml
SUNTEM-ST-D570,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D570 DENTAL UNIT,ST-D570,ST-D570,ST-D570,1,Стоматологические установки,"ST-D570 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Standard configuration ● Luxury patient chair with safety system:1 set ● Sewed eco-leather cushion: 1 set ● Water unit box: 1 set ● Instrument tray (Interlock):1 set ● Main switch for water/air/power: 1 set ● Foot controller: 1 set ● 4-way joystick (Control patient chair go up/down/front/back): 1 set ● 3-way syringe (cold/hot water): 2 sets ● LED-10 operating light (adjustable color temperature/illuminance): 1 set ● Left & Right armrest: 1 set ● Double articulate headrest: 1 set ● Assistant system: 1 set ● 603 doctor stool: 2 sets ● LED film viewer: 1 set ● 9-programs inter-lock control system : 1 set ● Pure water system: 1 set ● Removable ceramic spittoon: 1 set ● Built-in floor box: 1 set Options ◎ Mobile Instrument trolly with stainless steel tray : 1 set ◎ Assistant system(with stainless steel tray) : 1 set ◎ Automatic cup filler with sensor : 1 set ◎ Central suction system with place selection valve : 1 set ◎ SIP-10 (built-in) dental unit water pipelines sterilizer: 1 set ◎ External junction box : 1 set ◎ Imported suction pump (wet suction) : 1 set Technical parameter ● Rated voltage: AC 220V / 50Hz ● Motor voltage: DC 24V ● Water pressure: 0.2MPa-0.6MPa ● Air pressure: 0.5MPa-0.8MPa ● Maximum loading capacity: ≤180kg ● Height range of patient chair: 400-800mm Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/english/upload/cms/www/202206/292356336zcs.jpg,2,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1339.jhtml
SUNTEM-ST-D580,Suntem,"Foshan Suntem Medical Instrument Co., Ltd.",ST-D580 DENTAL UNIT,ST-D580,ST-D580,ST-D580,1,Стоматологические установки,"ST-D580 DENTAL UNIT This equipment consists of dental treatment table, dental patient chair, dental assistant instruments and accessories, which are used by the Department of stomatology for diagnosis, treatment and operation. Product details Standard configuration ● Luxury patient chair with safety system:1 set ● Sewed eco-leather cushion: 1 set ● Water unit box: 1 set ● Top mounted instrument tray (Interlock): 1 set ● Main switch for water/air/power: 1 set ● Foot controller: 1 set ● 4-way joystick (Control patient chair go up/down/front/back): 1 set ● 3-way syringe (cold/hot water): 2 sets ● LED-10 operating light (adjustable color temperature/illuminance): 1 set ● Left & Right armrest: 1 set ● Double articulate headrest: 1 set ● Assistant system: 1 set ● 603 doctor stool: 2 sets ● LED film viewer: 1 set ● 9-programs inter-lock control system: 1 set ● Pure water system: 1 set ● Removable ceramic spittoon: 1 set ● Built-in floor box: 1 set Options ◎ Mobile Instrument trolly with stainless steel tray: 1 set ◎ Assistant system(with stainless steel tray): 1 set ◎ Automatic cup filler with sensor: 1 set ◎ Central suction system with place selection valve: 1 set ◎ Intelligent self-detect system: 1 set ◎ External junction box: 1 set ◎ Imported suction pump (wet suction): 1 set ◎ SIP-10 (built-in) dental unit water pipelines sterilizer: 1 set Technical parameter ● Rated voltage: AC 220V / 50Hz ● Motor voltage: DC 24V ● Water pressure: 0.2MPa-0.6MPa ● Air pressure: 0.5MPa-0.8MPa ● Maximum loading capacity: ≤180kg ● Height range of patient chair: 400-800mm Didn't find the information you wanted? Whether you are looking for an answer, trying to solve a problem, or trying to give us advice and suggestions, you can find them here Our contact information. We will help you solve problems quickly and easily. Contact us now Quality comes from focus Legal declaration Site map Copyright © 2021 佛山市盛田医疗器械有限公司 . 粤ICP备2023090825号-1 // img $('.qui-pro-info1 .quill .ULLIST').slick({ fade: true, arrows: false, dots: true, dotsClass:""ul divDot"", autoplay: true, // pauseOnHover:false, });",https://suntem.cn/english/upload/cms/www/202206/292356336zcs.jpg,2,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://suntem.cn/en/dental/1340.jhtml
