officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,country,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
BIOLA-CKD-115,BIOLA,BIOLA,Скальпель одноразовый,CKD - 115,CKD - 115,5,Казахстан,Стоматологические товары,"Одноразовый скальпель используется при хирургических манипуляциях. Скальпель изготовлен из углеродистой стали с нержавеющим покрытием, с защитным колпачком. Продукция стерильна, нетоксична. • Состоят из пластиковой ручки и сменного лезвия • Лезвие изготовлено из прочной нержавеющей стали • Специальная технология заточки обеспечивает исключительную остроту лезвия • Лезвия имеют номера в соответствии с их формой: №10, №11, №12, №12B, №13, №15, №15C, №18 • Индивидуальная стерильная упаковка • Стерилизованы радиационным методом",https://stomir.kz/user_uploads/products/161213040549-00004_55.jpg,2,EXACT_KZ_LISTING,CANONICAL_CONTENT_READY,https://stomir.kz/catalog/odnorazovaya_produkciya/161213040549
