localId,brand,manufacturer,name,manufacturerRefs,referenceCount,status,sourcePageUrl,summary
12,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Rubber cyclone wheel (for low speed bending machine),RA 3306G,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/12.html,full pack article number:RA 3306G Packing: 6pcs/set Suitable for high-gloss polishing of composite resins.
13,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Multifunctional rubber cyclone wheel (for low speed bending machine),RA 3403 G,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/13.html,"full pack Item number:RA 3403 G Packing: 3pcs/set It is suitable for high-gloss polishing of zirconium oxide, porcelain, alloy and composite materials."
14,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Glass ceramic polishing set ((for low speed bending machine),RA 1212 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/14.html,"full pack Item number:RA 1212 D Packing: 12pcs/set model:CD 3144 ,CD 3064，RD 3114x2，RD 3144，RD 3414，RD3204 ，RD 3117Ax2支，RD 3147A ，RD 3417ARD，3207A utility outfit Item number: RA 1206 E (for network only) Packing: 6pcs/set model:CD 3144，RD 3144 ，RD 3414，RD 3204，RD 3147A，RD 3417A"
15,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Elastomeric Ceramic Polishing Set (For Low Speed Bending Machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/15.html,"full pack full pack:RA 1312 D Packing: 12pcs/set model:RD 3113A，RD 3143A，RD 3203A，RD 3413A，RD 3114A，RD 3144A，RD 3414A，RD 3204A，RD 3117B，RD 3147B，RD 3417B，RD 3207B utility outfit Item number: RA 1306E (for network only) Packing: 6pcs/set model:RD 3143A，RD 3413A，RD 3144A ,RD 3414A，RD 3147B，RD 3417B"
16,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Zirconia polishing set (for low speed bending machine),RA 0212 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/16.html,"full pack Item number:RA 0212 D Packing: 12pcs/set Model: Cw 3064m x2, CW 3114m x2，SH 3113m ,SH 3143m ,SH 3413m , SH 3203m,RD 3116 ，RD 3146 ,RD 3416 ，RD 3206 utility outfit Item number: RA 0206E (for network only) Packing: 6pcs/set model:CW 3114m,SH 3143m ,SH 3413m ，SH 3203m ,RD 3146，RD 3416"
17,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Porcelain polishing set (for low speed bending machine),RA 0212 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/17.html,"full pack Item number:RA 0212 D Packing: 12pcs/set Model: CW 3064m x2, CW 3114m x2，SH 3113m ,SH 3143m ,SH 3413m , SH 3203m，RD 3116 ，RD 3146 ,RD 3416，RD 3206 utility outfit Item number: RA 0206E (for network only) Packing: 6pcs/set model:CW 3114m ,SH 3143m ,SH 3413m , SH 3203m ,RD 3146，RD 3416"
18,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Composite resin polishing set (for low speed bending machine),RA 0312 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/18.html,"full pack Item number:RA 0312 D Packing: 12pcs/set model:CW 3064m x2，CW 3114m x2，SH 3114m ,SH 3144m ，SH 3414m ,SH 3204m，RD 3117A ，RD 3147A ,RD 3417A，RD 3207A utility outfit Item number: RA 0306E (for network only) Packing: 6pcs/set model:CW 3114m ，SH 3144m，SH 3414m , SH 3204m，RD 3147A，RD 3417A"
19,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Clinical temporary crown polishing set (for low-speed straight machine),HP 1405 E,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/19.html,"full pack article number:HP 1405 E Packing: 5pcs/set model:TH 2013，SK 2133m , SK 2043m,SK 2135m, SK 2045m"
20,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Glass ceramic polishing set (for low speed straight machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/20.html,"完整装 货号HP 1210 D 包装:10支/套 型号:CD 2124，CD 2024,RD 2064，RD 2134，RD 2374 ,RD 2424，RD 2067A，RD 2137A，RD 2377A，RD 2427A 实用装 货号:HP 1206E(网络专供) 包装:6支/套 型号:CD2124，RD 2424，RD 2134，RD 2374，RD 2137A，RD 2377A"
21,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Elastic ceramic polishing set (for low speed straight machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/21.html,"完整装 货号:HP 1310 D 包装:10支/套 型号:TH 2013，RD 2133A，RD 2373A，RD 2423A，RD 2134A，RD 2374A，RD 2424A，RD 2137B，RD 2377B，RD 2427B 实用装 货号:HP 1306E(网络专供) 包装:6支/套 型号:RD 2133A，RD 2373A,RD 2134A，RD 2374A，RD 2137B，RD 2377B"
22,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Zirconia polishing set (for low-speed straightening machines),HP 0109 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/22.html,"Full Pack Item Number:HP 0109 D Package:9pcs/set Model:CD 2124，CD2024，CD 2324,RD 2124，RD 2324，RD 2414,RD 2125，RD 2325，RD 2415 Full Pack Item Number:HP 0105 E（Network exclusive) Package:5pcs/set Model:CD 2124，RD 2124，RD 2324，RD 2125，RD 2325"
23,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Porcelain polishing set (for low-speed straight machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/23.html,"完整装 货号:HP 0209 D 包装:9支/套 型号:CW 2052m, CW 2132m, CW 2112m,SH 2123mSH 2323m，SH 2413m,RD 2126，RD 2326，RD 2416 实用装 货号:HP 0205 E(网络专供) 包装:5支/套 型号:CW 2052m，SH 2123m，SH 2323m，RD 2126，RD 2326"
24,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Resin base polishing set (for low speed straight machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/24.html,"完整装 货号:HP 0308 D 包装:8支/套 型号:TI 2064，TI 2074，TI 2053,SK 2135m,SK 2145m,sK 2025m ,RD 2137，RD 2127 实用装 货号:HP 0305 E(网络专供) 包装:5支/套 型号:TI 2064，TI 2074，SK 2135m,SK 2045m，RD 2137"
25,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Porcelain veneer preparation set (for high speed/low speed bending machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/25.html,货号:FG 0811 D 包装:11支/套 型号:TR-33、WR-25、EX-60、EX-59 、BR-12 、TR-D33F .TR-D36F、TB1570 、TR-31、TR-86F SH3414
26,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Clinical composite resin preparation polishing set (for high speed/low speed bending machine),,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/26.html,货号:FG 0312 D 包装:12支/套 型号:BR-13、BR-13F、BR-15F、SR-33C、SR-33F、TA3060、FO-15F、TR-31F、FO-28F、MI-01F、SH3143A、RD3115
27,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Inlays, Onlays, Overlays, Veneer Sets",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/27.html,货号:FG 0910 D 包装:10支/套 型号:BR-14、TC-22F、RS-15、RS-15F、TF-07、TF-O7F、EX-08、EX-08F、SF-SO2F、FO-24EF
28,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Anterior teeth (all-ceramic/porcelain) tooth preparation set (for high-speed/low-speed bending machine),FG 0610 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/28.html,Item number:FG 0610 D Package:10 stick/set Model:SO-20，BR-15，EX-52(Patent number: 2014201580245 )，EX-54，TR-33，FO-23，SF-D41F，TR-O8F，TR-D36F，SH 3414
29,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Posterior Teeth (All Porcelain/Porcelain) Teeth Preparation Set (For High Speed/Low Speed Bending Machine),FG 0710 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/29.html,Item number:FG 0710 D Package:10stick/set Model:SO-20，BR-15，EX-52（Patent No:2014201580245)，EX-55，TR-D10，TR-33，SF-D41F，TR-08F，TR-D36F，SH 3414
30,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Porcelain veneer preparation set (for high speed/low speed bending machine),FG 0807 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/30.html,Item number:FG 0807 D Packing: 8 pcs/set Model:BR-12，EX-56，EX-57，EX-58，TR-32，SO-20，TR-D36F，SH 3414
31,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Inlay (porcelain/metal) dental preparation set (for high speed/low speed bending machine),FG 0908 D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/31.html,Item number:FG 0908 D Packing: 8 pcs/set Model:TR-22，SF-D31，TF-D15，TF-D15F，TR-D10，TR-O9，TR-17F，TR-D36F
32,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 001 2,SG 0012 | SG 001 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/32.html,
33,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",All-ceramic/porcelain preparation set for anterior and posterior teeth (for high-speed/low-speed bending machines),FG 1112D,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/33.html,Item number:FG 1112D Packing: 12pcs/set Model:S0-20，BR-15，EX-52(Patent No:2014201580245 )，EX-54，EX-55，TR-33，TR-D10，FO-23，SF-D41F，TR-O8F，TR-D36F，SH 3414
34,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Inlay (porcelain, metal) dental preparation set",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/34.html,Item number:FG 2010 D/MXH(Ma Xiaohan custom) Packing: 10 pcs/set Model:TF-08、TF-D15、TF-D15F、TF-06、TF-O7、TF-O7F、TR-21、 SF-31、SF-31F、SH3114
35,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Anterior and posterior teeth (all-ceramic, porcelain) dental preparation set",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/35.html,Item number:FG 2416 D/MXH(Ma Xiaohan custom款） Packing: 16pcs/set Model:BR-31C、BR-32C、TR-39C、SO-20、TC-34、SR-26、FO-41、FO-41F、EX-84C、EX-85C、TR-D23C、SR-41、TR-33F、TB1560、SH3414、SH3204
36,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 002 2,SG 0022 | SG 002 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/36.html,
37,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 006 2,SG 0062 | SG 006 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/37.html,
38,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 007 2,SG 0072 | SG 007 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/38.html,
39,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 008 2,SG 0082 | SG 008 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/39.html,
40,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 009 2,SG 0012 | SG 009 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/40.html,
41,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 011 2,SG 0012 | SG 011 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/41.html,
42,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 012 2,SG 0012 | SG 012 2,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/42.html,
43,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 001 3,SG 0013 | SG 001 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/43.html,
44,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 002 3,SG 0023 | SG 002 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/44.html,
45,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 006 3,SG 0063 | SG 006 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/45.html,
46,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 007 3,SG 0073 | SG 007 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/46.html,
47,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 008 3,S G 0083 | SG 008 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/47.html,
48,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 009 3,SG 0093 | SG 009 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/48.html,
49,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 011 3,SG 0113 | SG 011 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/49.html,
50,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 012 3,SG 0123 | SG 012 3,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/50.html,
51,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",φ3mm fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/51.html,
52,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",φ3mm fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/52.html,
53,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",φ6mm fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/53.html,
54,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Rubber Polishers,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/54.html,
55,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Active axis,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/55.html,
56,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Grinding Wheel (3"")",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/56.html,
57,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Grinding Wheel (3"")",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/57.html,
58,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.","Grinding Wheel (3"")",,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/58.html,
59,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",non-fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/59.html,
60,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",non-fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/60.html,
61,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",non-fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/61.html,
62,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",non-fixed rod,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/62.html,
63,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Square grinding bar,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/63.html,
64,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Square grinding bar,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/64.html,
65,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Square grinding bar,,0,OFFICIAL_MODEL_REFERENCE_REVIEW_REQUIRED,https://en.toboom.com.cn/product/65.html,
66,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 001 4,SG 014 | SG 001 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/66.html,
67,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 002 4,SG 024 | SG 002 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/67.html,
68,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 006 4,SG 0064 | SG 006 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/68.html,
69,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 007 4,SG 0074 | SG 007 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/69.html,
70,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 008 4,SG 0084 | SG 008 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/70.html,
71,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 009 4,SG 0094 | SG 009 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/71.html,
72,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 011 4,SG 0114 | SG 011 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/72.html,
73,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 012 4,SG 0124 | SG 012 4,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/73.html,
74,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2424,SH 2424 | 104 303 514 150,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/74.html,粒度： 细 包装： 12 订货编号： SH 2424 推荐转速： 10.000-12.000/min 规格： 15*2 ISO No： 104 303 514 150
75,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2522,CW 2522 | 104 001 533 050,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/75.html,
76,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2512,CW 2512 | 104 001 533 030,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/76.html,
77,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2422,CW 2422 | 104 303 533 125,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/77.html,
78,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2423,SH 2423 | 104 303 524 150,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/78.html,粒度： 细 包装： 12 订货编号： SH 2424 推荐转速： 10.000-12.000/min 规格： 15*2 ISO No： 104 303 514 150
79,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2412,CW 2412 | 104 304 533 080,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/79.html,
80,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RF-3 Series Rubber Bond Polisher RF 3416,RF 3416 | 204 304 494 100,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/80.html,
81,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SK-4 Series Silicone Bond Polisher SK 4165,SK 4165 | 104 012 504 140,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/81.html,
82,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2372,CW 2372 | 104 067 533 065,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/82.html,
83,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2422,SH 2422 | 104 303 534 150,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/83.html,粒度： 粗 包装： 12 订货编号： SH 2422 推荐转速： 15.000-30.000/min 规格： 15*2 ISO No： 104 303 534 150
84,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-1 Series Silicone Bond Polisher SG 1012,SG 1012 | 314 110 534 030,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/84.html,
85,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Resin Base Set HP 0305 E,HP 0305 E,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/85.html,
86,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RF-3 Series Rubber Bond Polisher RF 3415,RF 3415 | 204 304 504 100,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/86.html,
87,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2362,CW 2362 | 104 072 533 065,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/87.html,
88,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2414,SH 2414 | 104 304 514 120,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/88.html,粒度： 细 包装： 12 订货编号： SH 2414 推荐转速： 10.000-12.000/min 规格： 12*2 ISO No： 104 304 514 120
89,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-1 Series Silicone Bond Polisher SG 1013,SG 1013 | 314 110 524 030,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/89.html,
90,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RD-2 Series Rubber Bond Diamond Polisher RD 2416,RD 2416 | 104 304 494 120,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/90.html,
91,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2413,SH 2413 | 104 304 524 120,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/91.html,
92,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-1 Series Silicone Bond Polisher SG 1014,SG 1014 | 314 110 514 030,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/92.html,
93,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2342,CW 2342 | 104 041 533 130,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/93.html,
94,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2412,SH 2412 | 104 304 534 120,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/94.html,
95,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RF-3 Series Rubber Bond Polisher RF 3414,RF 3414 | 204 304 514 100,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/95.html,
96,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2332,CW 2332 | 104 043 533 065,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/96.html,
97,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RD-1/3 Series Rubber Bond Diamond Polisher RD 3417,RD 3417 | 204 304 494 100,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/97.html,
98,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RD-2 Series Rubber Bond Diamond Polisher RD 2415,RD 2415 | 104 304 504 120,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/98.html,
99,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-1 Series Silicone Bond Polisher SG 1112,SG 1112 | 314 243 534 030,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/99.html,
100,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2354,SH 2354 | 104 371 514 180,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/100.html,
101,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2322,104 041 533 060 | CW 2322,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/101.html,
102,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",Non-precious metal set HP 0505 E,HP 0505 E,1,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/102.html,
103,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",RF-1/3 Series Rubber Bond Polisher RF 3412,RF 3412 | 204 304 534 100,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/103.html,
104,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SG-0 Series Silicone Bond Polisher SG 0012,SG 0012 | 900 114 534 060,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/104.html,
105,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",CW-2 series vitrified bond grinder CW 2312,CW 2312 | 104 042 533 050,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/105.html,
106,TOBOOM,"Shanghai TOBOOM Dental Technology Co., Ltd.",SH-2 Series Silicone Bond Polisher SH 2353,SH 2353 | 104 371 524 180,2,OFFICIAL_REFERENCE_PRESENT,https://en.toboom.com.cn/product/106.html,
