officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,summary,description,imageUrls,imageCount,kzEvidence,status,sourcePageUrl
143,LaTus,Private Enterprise «Latus»,Tempolat-SC,2302,2302,Tempolat-SC=2302,1,Temporary filling,"Temporary composite zinc-sulphate cement. Use for temporary filling for endodontic treatment in dentistry, for cover medicaments in cariogenic cavety, for temporary fixing crowns and bridge prothesis.","Temporary composite zinc-sulphate cement. Use for temporary filling for endodontic treatment in dentistry, for cover medicaments in cariogenic cavety, for temporary fixing crowns and bridge prothesis. Composition and main characteristic Tempolat-SC is a white powder of temper cement on zinc sulphate base. When mixed with water powder Tempolat-SC create a movable paste that within a short time (2 - 3 minutes) come thick and hardens. Tempolat-SC have good adhesion to the tooth, and does not shrink substantially. Cement contains bactericidal additive chinosolum. Package: 80 g powder Tempolat-SC in the bank REF 2302 Tempolat-SC Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_sc_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_sc_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/temporary-filling/tempolat-sc.html
308,LaTus,Private Enterprise «Latus»,Tempolat-С Auto mixing syringe,2312,2312 | 2313,Tempolat-С сolour А2=2312 | Tempolat-С сolour А3=2313,2,Temporary filling,"Self cure cement for temporary crowns. Is intended for use in dentistry for the manufacture of temporary crowns and bridges, inlays, onlays and coatings.","Self cure cement for temporary crowns Tempolat-C is intended for use in dentistry for the manufacture of temporary crowns and bridges, inlays, onlays and coatings. Properties Tempolat-C is a paste-to-paste chemically cured composite material. The optimal flowability of Tempolat-C ensures easy insertion into the impression. The resulting mixture maintains a working time of about 3 minutes at a temperature of +18...+ 23 °C.­­ Package: 6 g pastes Tempolat-С in a automix syringe 2 mixing nozzles REF 2312 Tempolat-С сolour А2 REF 2313 Tempolat-С сolour А3 Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_c_siring_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_c_siring_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/temporary-filling/tempolat-c-dvojnoj-shpric.html
153,LaTus,Private Enterprise «Latus»,"Consiflex, type 1",2611,2611,"Consiflex , type 1=2611",1,Orthopedic dental materials,Codensation-cure silicone impression material. Use for receipt of anatomic molds and preliminary layer in the techique of double-layer or twoblenderized mold for cases with considerable pliability of subject fabrics.,"Codensation-cure silicone impression material Use for receipt of anatomic molds and preliminary layer in the techique of double-layer or twoblenderized mold for cases with considerable pliability of subject fabrics. Composition and main characteristic Consiflex , type 1 is a soft plastic silicone composition that is vulcanized by a polycondensation reaction. The material is completed with a basic paste and a catalyst gel, which are mixed immediately before use. The working time of the prepared impression material in the temperature range from plus 18 ºС to plus 25 ºС is up to 1.5 minutes, the vulcanization time in the oral cavity is not more than 6 minutes. At the end of the vulcanization time, an elastic-elastic impression is formed. Consiflex , type 1 is well fixed in a perforated impression spoon, retains its dimensions for a long time, the corrective layer of medium viscous or low viscosity silicone material ( Consiflex , type 2, and Consiflex , type 3) is firmly connected with it. Consiflex , type 1 is non-toxic, does not irritate the mucosa and does not cause reflex reactions. Package: 1300 g basic paste Consiflex , type 1 45 g catalyst gel Consiflex measure spoon REF 2611 Consiflex , type 1 Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_consyflex_t1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_consyflex_t11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/consiflex1.html
154,LaTus,Private Enterprise «Latus»,"Consiflex, type 0",2610,2610,"Consiflex , type 0=2610",1,Orthopedic dental materials,Codensation-cure silicone impression material. Use for receipt of anatomic molds and first layer in the techique of double-layer mold at small pliability of subject fabrics.,"Codensation-cure silicone impression material Use for receipt of anatomic molds and first layer in the techique of double-layer mold at small pliability of subject fabrics. Composition and main characteristic Consiflex , type 0 is a rigid plastic silicone composition that is vulcanized by a polycondensation reaction. The working time of the prepared impression material in the temperature range from plus 18 ºС to plus 25 ºС is up to 1.5 minutes, the vulcanization time in the oral cavity is not more than 6 minutes. At the end of the vulcanization time, an elastic-elastic impression is formed. Consiflex , type 0 is well fixed in a perforated impression spoon, retains its dimensions for a long time, the corrective layer of medium viscous or low viscosity silicone material ( Consiflex , type 2, and Consiflex , type 3) is firmly connected with it. Consiflex , type 0 is non-toxic, does not irritate the mucous membrane and does not cause reflex reactions. Package: 1440 g basic paste Consiflex , type 0 45 g catalyst gel Consiflex , type 0 measure spoon REF 2610 Consiflex , type 0 Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_conciflex_t0.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_conciflex_t01.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/consiflex0.html
149,LaTus,Private Enterprise «Latus»,Tempolat-F,2304,2304,Tempolat-F=2304,1,Orthopedic dental materials,"Temporary fixing cement. Use for temporary fixing of crowns, bridges and other non-replaceable prothesis.","Temporary fixing cement Use for temporary fixing of crowns, bridges and other non-replaceable prothesis. Composition and main characteristic Paste Tempolat-F is made on-base zinc sulfate cement which contain oil-polymer paste-forming agent. The paste has no taste, well tolerated by the tooth and gums. Pasta does not contain eugenolumum. Before use, it is not necessary to dry the stump and the crown, as the paste cured in the presence of moisture. Package: 2 х 6 g paste Tempolat-F in a syringe REF 2304 Tempolat-F Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_f_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_tempolat_f_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/tempolat-f.html
147,LaTus,Private Enterprise «Latus»,Fixalat dual,2602,2602,Fixalat d ual=2602,1,Orthopedic dental materials,"Dual cure fixing cement. Is intended for permanent fixation of plastic and combined crowns, bridges made of polymer materials, as well as endodontic posts with a metal base.","Dual cure fixing cement Fixalat dual is intended for permanent fixation of plastic and combined crowns, bridges made of polymer materials, as well as endodontic posts with a metal base. Cement can also be used for the manufacture of temporary orthopedic structures. Properties Fixalat dual luting cement is a medium-filled, dual-curing material. Fixalat dual has good fluidity and fixing properties, it is insoluble in the oral fluid, it releases fluoride. The strength properties of the hardened cement make it possible to provide both a reliable fixation of orthopedic structures and the necessary conditions for the removal of fixed elements of dentures in case of clinical need. The resulting mixture maintains a working time of 1.5-2 minutes at a temperature of +18...+23 °C. The time of chemical polymerization from the start of mixing is 3.5-5 minutes. Depth of curing during photopolymerization within 40 seconds, not less than 3 mm. Package: 5 g base paste Fixalat d ual in a syringe 5 g catalyst paste Fixalat d ual in a syringe mixing pad REF 2602 Fixalat d ual Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_fixalat_dual_new.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_fixalat_dual_new1.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/fixalat-dual.html
148,LaTus,Private Enterprise «Latus»,Ionolat-F,2002,2002,REF 2002=2002,1,Orthopedic dental materials,"Glass ionomer cement for fixing. Use for conservative and prosthetics dentistry for fixing of crowns, bridge prosthetics and orthodontions, inlays and pins.","Glass polyalkenate cement for fixing Use for conservative and prosthetics dentistry for fixing of crowns, bridge prosthetics and orthodontions, inlays and pins. Composition and main characteristic The cement powder is a finely powdered chemically reactive fluorine-containing glass, the fluid for mixing is an aqueous solution of polyacrylic acid with the addition of activity regulators. To clean the surfaces from contamination and to ensure adhesion, an air conditioner is used. The working time of cement when mixing powder and liquid in a ratio of 1.5: 1 (by weight) is 2-3 minutes, the hardening time in the oral cavity is 5-8 minutes. Thanks to the prolonged release of fluoride ions, a high anti-caries and antibacterial effect is provided. Cement has radiopaque.",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ionolat_f_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ionolat_f_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/ionolat-f.html
152,LaTus,Private Enterprise «Latus»,Consiflex type 3,2613,2613,"Consiflex , type 3=2613",1,Orthopedic dental materials,"Codensation-cure silicone impression material. Use for receipt of correcting molds and second layer in double-layer techique mold in the non-removable cast prostheses manufature, especially metal and ceramic.","Codensation-cure silicone impression material Use for receipt of correcting molds and second layer in double-layer techique mold in the non-removable cast prostheses manufature, especially metal and ceramic. Composition and main characteristic Consiflex , type 3 is a low viscosity silicone composition that cures by polycondensation. The material is completed with a basic paste and a catalyst gel, which are mixed immediately before use. The working time of the prepared impression material in the temperature range from plus 18 ° C to + 25 ° C is up to 1.5 minutes, the vulcanization time in the oral cavity is not more than 6 minutes. At the end of this exposure time, an elastic-elastic impression is formed with high precision of copying the relief of hard and soft tissues of the oral cavity, without braces and distortions. Package: 150 g basic paste 15 g catalyst gel dosage scale REF 2613 Consiflex , type 3 Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_consiflex_type3.jpg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/consiflex3.html
150,LaTus,Private Enterprise «Latus»,"Consiflex, catalyst gel",2614,2614,"Consiflex , catalyst gel=2614",1,Orthopedic dental materials,Catalyst gel. Additional packing. Use for major dental impression materials bases Сonsiflex as a curing agent for all types in dentistry.,"Catalyst gel. Additional packing. Use for major dental impression materials bases Сonsiflex as a curing agent for all types in dentistry. Package: 40 g of the catalyst of the gel Consiflex in a tube REF 2614 Consiflex , catalyst gel Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_consiflex_gel.jpg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/consiflex.html
312,LaTus,Private Enterprise «Latus»,FIXALAT Dual Auto mixing syringe,2606,2606,FIXALAT Dual Auto mixing syringe=2606,1,Orthopedic dental materials,"Dual cure fixing cement. Is intended for permanent fixation of plastic and combined crowns, bridges made of polymer materials, as well as endodontic posts with a metal base.","Dual cure fixing cement Fixalat dual is intended for permanent fixation of plastic and combined crowns, bridges made of polymer materials, as well as endodontic posts with a metal base. Cement can also be used for the manufacture of temporary orthopedic structures. Properties Fixalat dual luting cement is a medium-filled, dual-curing material. Fixalat dual has good fluidity and fixing properties, it is insoluble in the oral fluid, it releases fluoride. The strength properties of the hardened cement make it possible to provide both a reliable fixation of orthopedic structures and the necessary conditions for the removal of fixed elements of dentures in case of clinical need. The resulting mixture maintains a working time of 1.5-2 minutes at a temperature of +18...+23 °C. The time of chemical polymerization from the start of mixing is 3.5-5 minutes. Depth of curing during photopolymerization within 40 seconds, not less than 3 mm. Package: 8.5 g paste in a automix syringe 5 mixing nozzles REF 2606 FIXALAT Dual Auto mixing syringe Instruction for use Youtube",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_fixalat_dual_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_fixalat_dual_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/fixalat-dual-dvojnoj-shpric.html
371,LaTus,Private Enterprise «Latus»,Algilat,2616,2616,REF 2616=2616,1,Orthopedic dental materials,Dental alginate impression material,Intended use. For the fabrication of dental models in the dental laboratory. Properties. Light green powder with a mint odor.,,0,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,PHOTO_REQUIRED,https://www.latus.com.ua/en/products/orthopedic-dental-materials/algilat.html
167,LaTus,Private Enterprise «Latus»,Laterock Model 3 type,0738,0738 | 0739,Laterock type 3 2 kg of gypsum in the package=0738 | Laterock type 3=0739,2,Dental technicians materials,"Gypsum highcostrong for models. It is used in orthopedic dentistry for the manufacture of diagnostic and working models in the technology of removable dental prosthetics, plastering wax bases with artificial teeth in a cuvette, plastering models in an occludator, obtaining the shape of a metal stamp from a low-melting metal, replacing a combined model in the manufacture of clasp prostheses.","Gypsum highcostrong for models. It is used in orthopedic dentistry for the manufacture of diagnostic and working models in the technology of removable dental prosthetics, plastering wax bases with artificial teeth in a cuvette, plastering models in an occludator, obtaining the shape of a metal stamp from a low-melting metal, replacing a combined model in the manufacture of clasp prostheses. Package: 6 kg of plaster in the bucket REF 0738 Laterock type 3 2 kg of gypsum in the package REF 0739 Laterock type 3",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_laterok_3_new2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/gypsum-for-models-type-3.html
197,LaTus,Private Enterprise «Latus»,Latacryl-S,0645,0645 | 0646,"Latacryl-S , colour pink=0645 | Latacryl-S , clear=0646",2,Dental technicians materials,"Polymethacrylate dental base material self curing. Use for the manufacture of maxillofacial and orthodontic appliance, repairs and relining of acrylic removable dentures.","Polymethacrylate dental base material self curing. Use for the manufacture of maxillofacial and orthodontic appliance, repairs and relining of acrylic removable dentures. Composition and main characteristic Latacryl-S is a polymer-monomer acrylic composition prepared immediately prior to use from a fine powder of suspension polymethyl methacrylate and the supplied monomer liquid. When the powder is mixed with the liquid, a sufficiently rapid swelling and dissolution of the microgranules of the polymer in the liquid monomer occurs, whereby a plastic dough (molding mass) is formed. Further, the redox initiators reacting with each other excite the polymerization of the monomer at room temperature and, as a result, a solid translucent plastic is formed. The swelling time of the powder in the liquid depends on the room temperature and is usually 10-15 minutes, the time of preservation of the plastic state is 8-12 minutes. Cured Latacryl-S is well processed and polished, well imitates soft tissues, permanently retains its properties in the oral cavity. Package: 80 g of powder in the bank 50 ml of liquid in a bottle REF 0645 Latacryl-S , colour pink REF 0646 Latacryl-S , clear",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_S_160_80_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_S_160_80_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/latacryl-s.html
186,LaTus,Private Enterprise «Latus»,Latewax. Sheet wax,0228,0227 | 0228 | 0229,"Latewax 1.8 , pink=0227 | Latewax 2.0 , pink=0228 | Latewax 2.3 , pink=0229",3,Dental technicians materials,"Sheet wax. Use for modeling total prosthesis, making occlusal bite block with rollers, to individual impression trays and spoons-bases.","Sheet wax Use for modeling total prosthesis, making occlusal bite block with rollers, to individual impression trays and spoons-bases. Composition and main characteristic Wax is a composition of synthetic paraffin analogs. Wax is a composition of synthetic paraffin analogs. Latewax wax base is very ductile and easily molded when heated. Wax is well processed by the tool, not breaking and not exfoliating. Completely removed by boiling water from plaster molds. Melting point and freezing point of wax (by tem. +53...+58°С) . Package: 20 plates weighing 500 grams in the box REF 0227 Latewax 1.8 , pink REF 0228 Latewax 2.0 , pink REF 0229 Latewax 2.3 , pink",https://www.latus.com.ua/components/com_jshopping/files/img_products/full___________________________________2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/latewax-wax-base.html
200,LaTus,Private Enterprise «Latus»,Latacryl-Н,0640,0640 | 0641 | 0642 | 0643 | 0644,"Latacryl-H , clear=0640 | Latacryl-H , colour intensive pink=0641 | Latacryl-H , colour milk pink with fibers=0642 | Latacryl-H , colour intensive pink with fibers=0643 | Latacryl-H , colour pink with fibers=0644",5,Dental technicians materials,Polymethacrylate dental base material hot curing. Use for complete bases works and partial dentures by curing molding.,"Polymethacrylate dental base material hot curing. Use for complete bases works and partial dentures by curing molding. Composition and main characteristic Latacryl-H is a polymer-monomeric acrylic composition, which is prepared immediately before use from finely dispersed, colorless or tinted pink, suspension powder of polymethyl methacrylate and supplied with the liquid. . Latacryl-H is also available with the addition of fibers that mimic veins of capillaries. When the powder is mixed with the liquid, a sufficiently rapid swelling and dissolution of the microgranules of the polymer in the liquid occurs, whereupon a plastic dough (molding mass) is formed. The swelling time of the powder in the liquid depends on the room temperature and is usually 10 to 30 minutes, the time of the plastic state remaining 8-20 minutes. Cured Latacryl-H is well processed and polished, permanently retains its properties in the oral cavity. Package: 200 g of powder in the bank 100 ml of liquid in a bottle REF 0640 Latacryl-H , clear REF 0641 Latacryl-H , colour intensive pink REF 0642 Latacryl-H , colour milk pink with fibers REF 0643 Latacryl-H , colour intensive pink with fibers REF 0644 Latacryl-H , colour pink with fibers",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_H_200_26.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_H_200_261.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/latacryl-n.html
221,LaTus,Private Enterprise «Latus»,Algoplen №2,3220,3220 | 3221,100 g Algoplen №2 1000 g Algoplen №2=3220 | 1000 g Algoplen №2=3221,2,Dental technicians materials,Insulating varnish for gypsum. Algoplen №. 2 lacquer is used to insulate the gypsum model from acrylic plastic in order to prevent diffusion of the monomer into the gypsum and splice plastics with gypsum. Lacquer can be used alone and in combination with Algoplen №. 1,"Insulating varnish for gypsum Algoplen №. 2 lacquer is used to insulate the gypsum model from acrylic plastic in order to prevent diffusion of the monomer into the gypsum and splice plastics with gypsum. Lacquer can be used alone and in combination with Algoplen №. 1 Composition and main characteristic Algoplen is a system of two varnishes on a water basis. The second coating of Algoplen №. 2 is an aqueous solution of sodium salt of alginic acid, optimized for concentration and viscosity. The combination of lacquers Algoplen No. 1 and №. 2 allows to obtain a quick-drying coating, which has good insulating properties from monomer and water. Package: 100 g Algoplen №2 REF 3220 100 g Algoplen №2 1000 g Algoplen №2 REF 3221 1000 g Algoplen №2",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_algoplen_2_100_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_algoplen_2_1000_R1.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/algoplen-2.html
198,LaTus,Private Enterprise «Latus»,Latacryl-L,0761,0761,Latacryl-L=0761,1,Dental technicians materials,Polymethacrylate dental lining aterial(methylmethacrylate free). Use for soft lining manufacture for partical and full dentures by hot polymerization in dentistry.,"Polymethacrylate dental lining material(methylmethacrylate free) Use for soft lining manufacture for partical and full dentures by hot polymerization in dentistry. Composition and main characteristic Latacryl-L is a composition that is prepared immediately before use from a finely dispersed powdered powdered suspension of polyethylmethacrylate suspension and a pink colored liquid containing no methyl methacrylate. Latacryl-L provides a rapid fabrication of the prosthetic lining, it is well connected with the basis of the prosthesis, has almost no taste and smell, is semi-transparent, biologically neutral. Latacryl-L is prepared in the form of a wet sticky mass at a ratio of 1.5 g of powder to 1.0 g of liquid. Working time of mass up to 6 min. The set of material Latacryl-L also includes a protective varnish. Package: 80 g of powder in the bank 50 ml of liquid in a bottle 10 ml of varnish in the bottle REF 0761 Latacryl-L",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latacryl_l_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latacryl_l_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/latacryl-l.html
264,LaTus,Private Enterprise «Latus»,Latacryl-Н 300g,0673,0672 | 0673 | 0674 | 0675,"Latacryl-H , colour intensive pink=0672 | Latacryl-H , colour intensive pink with fibers=0673 | Latacryl-H , colour pink with fibers=0674 | Latacryl-H , clear=0675",4,Dental technicians materials,Polymethacrylate dental base material hot curing. Use for complete bases works and partial dentures by curing molding.,"Polymethacrylate dental base material hot curing. Use for complete bases works and partial dentures by curing molding. Composition and main characteristic Latacryl-H is a polymer-monomer acrylic composition that is prepared immediately before use from a finely powdered, powder-colored, powdered suspension of polymethyl methacrylate and the supplied liquid. Latacryl-H is also available with the addition of fibers that mimic veins of capillaries. When the powder is mixed with the liquid, a sufficiently rapid swelling and dissolution of the microgranules of the polymer in the liquid occurs, whereupon a plastic dough (molding mass) is formed. The swelling time of the powder in the liquid depends on the room temperature and is usually 10 to 30 minutes, the time of the plastic state remaining 8-20 minutes. Cured Latacryl-H is well processed and polished, permanently retains its properties in the oral cavity. Package: 300 g of powder in the bank 1500 ml of liquid in a bottle REF 0672 Latacryl-H , colour intensive pink REF 0673 Latacryl-H , colour intensive pink with fibers REF 0674 Latacryl-H , colour pink with fibers REF 0675 Latacryl-H , clear",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_H_300_26.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latakryl_H_300_261.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/latacryl-n151114121720.html
270,LaTus,Private Enterprise «Latus»,Laterock Super 4 type,0735,0735,Laterock 4 type=0735,1,Dental technicians materials,Gypsum dental technician. For making models of the crown part of the teeth in the dental laboratory.,Gypsum dental technician. It is used to make the crown part of the teeth in the dental laboratory. Package: 1 kg of plaster in the package REF 0735 Laterock 4 type,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_laterok_4_super_r1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_laterok_4_super_r11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/laterock-4.html
180,LaTus,Private Enterprise «Latus»,Latewax modelling wax sculpture,0221,0221,"Latewax modelling wax sculpture , green=0221",1,Dental technicians materials,"Modelling wax sculpture. It is used to model the intervals of bridges, as well as elements of clasp prostheses, inlays, half-crowns, veneers, pin teeth and other precise small cast billets using manual cutting tools and an electrofusion welding method.","Modelling wax sculpture It is used to model the intervals of bridges, as well as elements of clasp prostheses, inlays, half-crowns, veneers, pin teeth and other precise small cast billets using manual cutting tools and an electrofusion welding method. Composition and main characteristic Wax retains moldability for a long time during cooling. Has a pronounced opacity, hardness, toughness and good workability. When firing the ceramic form, the wax burns without residue. Produced in the form of a bar with dimensions of 40 mm x 9 mm x 9 mm. Package: 55 g wax in a boll REF 0221 Latewax modelling wax sculpture , green",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_latewax_sculpo.jpg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/sculpo.html
260,LaTus,Private Enterprise «Latus»,Otbel,0740,0740,Otbel=0740,1,Dental technicians materials,Liqud bleach stainless steel. Use for the removal of stainless steel oxide film formed by heat treatment of steel dentures.,Liquid bleach stainless steel Use for the removal of stainless steel oxide film formed by heat treatment of steel dentures. Composition and main characteristic It is an aqueous solution from a mixture of dilute hydrochloric and nitric acids. It dissolves the oxide film well and minimally affects the metal. Package: 100 g of liquid in a bottle REF 0740 Otbel,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_otbel_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_otbel_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/otbel.html
173,LaTus,Private Enterprise «Latus»,Vorkron-11,0110,0110,Vorkron-11=0110,1,Dental technicians materials,Schnelltrocknend silikonstumflack. Use for to create a temporary intermediate layer plaster model tooth stump to compensate for shrinkage of metal and creating a gap distance at fixing cement.,"Schnelltrocknend silikonstumflack Use for to create a temporary intermediate layer plaster model tooth stump to compensate for shrinkage of metal and creating a gap distance at fixing cement. Composition and main characteristic Vorkron-11 is a ready-to-use silicone lacquer in pink. Drying time at a room temperature of +18 ... + 23 ° C - 3-7 minutes with the formation of a glossy elastic film. Due to its rapid drying, the varnish is less absorbed by the surface of the gypsum. Dry lacquer film is heat resistant, has sufficient adhesion to the surface of gypsum and, at the same time, can be easily removed with a brush or a soft rubber band. Dental wax is easily separated from it. Package: 18 g varnish Vorkron-11 in a tube REF 0110 Vorkron-11",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_forcron_11.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_forcron_111.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-technicians-materials/vorkron-11.html
