officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,summary,description,imageUrls,imageCount,kzEvidence,status,sourcePageUrl
278,LaTus,Private Enterprise «Latus»,Iodotemp 40,2709,2709,Iodotemp 40=2709,1,Endodontic filling materials,Jodoformium paste. Use for application in cases sharp and chronis periodontitis by the temporal ductings tooth filling with the purpose inflammatory cutting processes and disinfection in dentistry.,"Jodoformium paste Use for application in cases sharp and chronis periodontitis by the temporal ductings tooth filling with the purpose inflammatory cutting processes and disinfection in dentistry. Composition and main characteristic It is a ready-to-use plastic paste with a characteristic odor of iodoform. The paste contains 40% iodoform, camphor, thymol; zinc oxide and pasteurizer. The paste is applied directly to the canal on the first or second visit without preliminary treatment. It does not harden, due to this, treatment can be resumed during the next visit, eliminating the risk of making the channel inaccessible as a result of its full and final filling. Package: 1,8 g paste Iodotemp 40 in a syringe 3 canulas REF 2709 Iodotemp 40",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_jodotemp_40_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_jodotemp_40_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/endodontic-filling-materials/iodotemp-40.html
320,LaTus,Private Enterprise «Latus»,Liquides 5% sodium hypochlorite,2827,2827,Liquides 5%=2827,1,Endodontic filling materials,Irrigation solution of sodium hypochlorite 5% for root canals Use for root canals disinfection before sealing.,Irrigation solution for root canals Use for root canals disinfection before sealing. Рroperties The product is an aqueous solution of sodium hypochlorite concentration of 5.0% with the addition of a stabilizer. Have sparing effect on the oral mucosa. Thanks to additional stabilize Liquides 5% during a long time keeps bactericidaland protolithicproperties of solution. Package: 215 g liquid dosing syringe REF 2827 Liquides 5% Instruction for use,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_liquides_5_215_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_liquides_5_215_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/endodontic-filling-materials/liquides-5.html
319,LaTus,Private Enterprise «Latus»,Liquides 3% sodium hypochlorite,2826,2826,Liquides 3%=2826,1,Endodontic filling materials,Irrigation solution of sodium hypochlorite 3% for root canals. Use for root canals disinfection before sealing.,Irrigation solution root canals. Use for root canals disinfection before sealing. P roperties The product is an aqueous solution of sodium hypochlorite concentration of 3.0% with the addition of a stabilizer. Have sparing effect on the oral mucosa. Thanks to additional stabilize Liquides 3% during a long time keeps bactericidaland protolithicproperties of solution. Package: 215 g liquid dosing syringe REF 2826 Liquides 3% Instruction for use,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_liquides_3_215_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_liquides_3_215_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/endodontic-filling-materials/liquides-3.html
316,LaTus,Private Enterprise «Latus»,Endocort-H,2710,2710 | 2707,REF 2710=2710 | Endocort=2707,2,Endodontic filling materials,"Zinc oxide eugenol cement. Use for the permanent stopping of canal of all groups of teeth, by either one material or with the use of pin. Keep at least 1 m away from heating appliances in closed, cool place, protected from rain and direct sunlight.","Zinc oxide eugenol cement Use for the permanent stopping of canal of all groups of teeth, by either one material or with the use of pin. Keep at least 1 m away from heating appliances in closed, cool place, protected from rain and direct sunlight. Main characteristic Endocort is a filling material class ""powder-liquid."" The liquid used for mixing — eugenolum. Working time of the material is 2-6 hours. Curing of material in the tooth canal about 24-48 hours. If necessary, the cured material can be easily removed from the canal. Package: 20 g powder Endocort 10 g liquid Endocort mixing pad measure spoon cap with pipet REF 2707 Endocort Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_endocort_h_3kl_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_endocort_h_3kl_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/endodontic-filling-materials/endocort-h.html
129,LaTus,Private Enterprise «Latus»,Abigel,1341,1341,Abigel=1341,1,Prophylactic medications,"Antiparodontal prophylactic gel. Use for the parodontium and gums diseases prophylaxis, at often repetitive inflammatory processes in dentistry.","Antiparodontal prophylactic gel Use for the parodontium and gums diseases prophylaxis, at often repetitive inflammatory processes in dentistry. Composition and main characteristic Abigel is a semi-liquid gel containing fir oil, oak bark extract, synthetic polymer gellants and water. Abigel has an effective anti-inflammatory effect and stimulates the restoration of gingival tissue, is harmless to the gastrointestinal tract. The main property of the oak bark is astringent, it also has a anthemorrhagiic, antiseptic and anti-inflammatory effect. The applied gel is quickly absorbed by the mucous membrane. Package: 3 g gel Abigel in a syringe canula REF 1341 Abigel",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_abigel_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_abigel_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/abigel.html
273,LaTus,Private Enterprise «Latus»,PeroxiDam,2203,2203,PeroxiDam=2203,1,Prophylactic medications,Liquid rubber dam. Use for the isolation of soft tissues when teeth are whitened in cases of risk of irritation,Liquid rubber dam. Use for the isolation of soft tissues when teeth are whitened in cases of risk of irritation. Composition and main characteristic Liquid cofferdam is a light-curing material based on methacrylate resin. Package: 3 g PeroxiDam 3 cannulas REF 2203 PeroxiDam,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_peroxidam_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_peroxidam_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/peroxidam.html
123,LaTus,Private Enterprise «Latus»,Ftoroplen,0531,0531,Ftoroplen=0531,1,Prophylactic medications,"Prophylactic fluoride releasing varnish. Use for fluoride caries prevention, removal of tooth hypersensitivity, as well as to prevent the living teeth, prepared under the denture.","Prophylactic fluoride releasing varnish Use for fluoride caries prevention, removal of tooth hypersensitivity, as well as to prevent the living teeth, prepared under the denture. Composition and main characteristic One-component air drying varnish based on polymer film-forming. As an active agent contains a preparation of sodium fluoride and calcium fluoride, which contributes to the restoration of tooth enamel and protects teeth from the development of caries, eliminates the hypersensitivity of teeth. It dries quickly, forming a thin, unpainted film. Does not require etching and polymerization. Preserved on the tooth surface for 2 to 5 days. Package: 12 g varnish Ftoroplen in a bottle REF 0531 Ftoroplen",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftoroplen_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftoroplen_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/ftoroplen.html
120,LaTus,Private Enterprise «Latus»,Ftorcalcit-E,1332,1332,Ftorcalcit-E=1332,1,Prophylactic medications,Saline system for deep fluoridization of the enamel. Use in prophylactics mani- pulates on teeth enamel in dentistry.,"Saline system for deep fluoridization of the enamel Use in prophylactics mani- pulates on teeth enamel in dentistry. Composition and main characteristic The Ftorcalcit-E kit includes fluid No. 1 and liquid No. 2. Composition of liquid No. 1: magnesium fluorosilicate, copper fluorosilicate, distilled water. Composition of liquid No. 2: highly disperse calcium hydroxide, copper hydroxide, thickeners, distilled water. Sequential application of liquids No. 1 and No. 2 Ftorcalcit-E provides deep fluoridation of tooth enamel or bone cement of the neck of the tooth. As a result of the reaction between the components of the liquids, a gel of silicic acid and the crystals of calcium, magnesium and copper fluoride distributed in it are formed. High concentration of fluoride and copper ions provides tooth protection from cariogenic microorganisms, stimulates the regeneration of periodontal tissues. Package: 10 g liquid № 1 in a bottle 10 g liquid № 2 in a bottle flask REF 1332 Ftorcalcit-E",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftorcalcit_e_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftorcalcit_e_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/ftorcalcit-e.html
122,LaTus,Private Enterprise «Latus»,Ftoroplen-LC,1322,1322,Ftoroplen-LC=1322,1,Prophylactic medications,"Preventive fluoride light cure varnish. Use for applying a fluorine coating on teeth surface for prophylaxis of caries in dentistry. Keep in cool, protected from atmospheric fallouts and direct sunbeams.","Preventive fluoride light cure varnish Use for applying a fluorine coating on teeth surface for prophylaxis of caries in dentistry. Keep in cool, protected from atmospheric fallouts and direct sunbeams. Composition and main characteristic Ftoroplen-LC is a one-component lacquer based on a polymer film-forming, capable of polymerizing under the influence of visible light with a wavelength of 400-500 nm. As the active agent contains sodium and calcium fluoride. Emerging fluoride ions contribute to the restoration of tooth enamel and protect teeth from the development of caries. Before application, the etching of the tooth surface is not required. It dries quickly, forming a thin, elastic, unpainted film. An additional photopolymerization achieves increased film strength. It remains on the tooth surface for 3 to 10 days. Package: 10 g varnish Ftoroplen-LC in a bottle REF 1322 Ftoroplen-LC",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftoroplen_lc_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftoroplen_lc_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/ftoroplen-lc.html
213,LaTus,Private Enterprise «Latus»,Proclean Z,0314,0311 | 0314,Proclean Z 1 can of 50 g paste=0311 | Proclean Z=0314,2,Prophylactic medications,"Zircon prophy & polishing paste. Use for effective cleaning and polishing teeth, remove plaque, stones and plaque smoker with minimal damage to the enamel in dentistry.","Zircon prophy & polishing paste. Use for effective cleaning and polishing teeth, remove plaque, stones and plaque smoker with minimal damage to the enamel in dentistry. Composition and main characteristic The composition of the paste includes zirconium silicate with a particle size of 3 to 5 μm, a binder and flavor. Package: 8 g paste in a syring REF 0311 Proclean Z 1 can of 50 g paste REF 0314 Proclean Z",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_z_50.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_z_R1.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/proclean-z.html
258,LaTus,Private Enterprise «Latus»,Argelat,0533,0533,Argelat=0533,1,Prophylactic medications,Set for silvering. Use for the prevention of caries tooth structure by silvering in dental practice.,"Set for silvering Use for the prevention of caries tooth structure by silvering in dental practice Composition and main characteristic Set Argelat includes liquid No. 1, the liquid No. 2 and vaseline oil. The liquid composition No. 1: silver nitrate, distilled water. The liquid composition No. 2: a reducing agent, and distilled water. The method of silvering is based on the deposition of particles recovered ionic silver, which provides antiseptic treatment of carious dentine and not remote organic residues of the pulp in the root canal. Package: 5 g liquid № 1 Argelat 3 gl liquid № 2 Argelat 4 g vaseline oil REF 0533 Argelat",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_argelat_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_argelat_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/argelat.html
272,LaTus,Private Enterprise «Latus»,Peroxilat,0535,0535,Peroxilat=0535,1,Prophylactic medications,System for teeth whitening. Use for in dentistry in the bleaching of teeth.,System for tooth whitening Use for in dentistry in the bleaching of teeth. Composition and main characteristic The whitening system consists of a bleaching gel and a liquid cofferdam. The whitening gel contains carbamide peroxylate and a special soft thickener that prevents spreading of the gel over unprotected soft tissues. Liquid cofferdam is a light-curing material based on methacrylate resin. It serves to isolate soft tissues when teeth are whitened in cases of risk of irritation. Package: 3 x 3.5 g gel 1 x 3 g liquid rubber dam 3 brushes 6 canulas REF 0535 Peroxilat Picture instruction,https://www.latus.com.ua/components/com_jshopping/files/img_products/full_peroxilat_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_peroxilat_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/peroxilat.html
121,LaTus,Private Enterprise «Latus»,Ftorcalcit-D,1331,1331,Ftorcalcit-D=1331,1,Prophylactic medications,Saline system for deep fluoridization of the dentine. Use in prophylactics manipu-lates on teeth dentine in dentistry.,"Saline system for deep fluoridization of the dentine Use in prophylactics manipu-lates on teeth dentine in dentistry. Composition and main characteristic The Ftorcalcit-D kit includes fluid No. 1 and liquid No. 2. The composition of liquid No. 1: magnesium fluorosilicate, copper sulfate, distilled water. Composition of liquid No. 2: highly disperse calcium hydroxide, thickeners, distilled water. Sealing of dentin occurs as a result of successive application of liquids No. 1 and No. 2. In this case, a gel of silicic acid is deposited in the dentinal tubules and on the bottom of the cavity, in which microscopic crystallites of fluorides of calcium, magnesium and copper are formed. The reaction product has alkaline properties and has the character of an ionic membrane preventing penetration of acids emitted from cements (including phosphate), monomers contained in composite materials, bacteria and viruses into the dentin and pulp. And the presence of copper and fluoride ions contribute to the high bactericidal activity of the drug. Package: 10 g liquid № 1 in a bottle 10 g liquid № 2 in a bottle flask REF 1331 Ftorcalcit-D",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftorcalcit_d_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_ftorcalcit_d_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/ftorcalcit-d.html
136,LaTus,Private Enterprise «Latus»,Izumrud,0532,0532,Izumrud=0532,1,Prophylactic medications,Caries-marker. Use for teeth as caries seek reagent in dentistry.,"Caries-marker Use for teeth as caries seek reagent in dentistry. Composition and main characteristic Izumrud contains in his composition surface active carrier, activator, dye and filler. Izumrud makes it easy to distinguish between caries and demineralized dentin layer by painting it in bright green outer layers of carious dentin. Izumrud does not stain normal healthy dentin and enamel. Izumrud connected to denatured collagen, contained in dentin caries and stain it for a short time, which allows removing only the outer portion of colored dentin without affecting uninfected area. Package: 5 g liquid Izumrud in a bottle REF 0532 Izumrud Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_izumrud_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_izumrud_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/izumrud.html
127,LaTus,Private Enterprise «Latus»,Dentalex-12F,1314,1314,Dentalex- 12F ( transparent)=1314,1,Prophylactic medications,Light cure fluorine-emitting pit and fissure sealant. Use for caries prophylaxis in pedodontics.,"Light cure fluorine-emitting pit and fissure sealant Use for caries prophylaxis in pedodontics. Composition and main characteristic Dentalex-12F belongs to the group of low-filled flowable composites, contains a fluoride-producing component - sodium fluoride, is characterized by improved adhesion, increased hardness and wear resistance. The sealant has a high processability, allowing it to be used in clinic and school dental surgeries. Dentalex-12F cures for 30 seconds with a dental photopolymerizer. The cured surface is resistant to cleaning with a toothbrush. Transparency provides visual control of the sealant on the fissure. Service life is 1,5-2 years. Package: 2 х 4 g paste Dentalex- 12F 8 g 37 % etching gel 10 canulas REF 1314 Dentalex- 12F ( transparent)",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_12f_R2.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_12f_R21.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/dentalex-12f.html
228,LaTus,Private Enterprise «Latus»,Proclean Z with fluorine,0312,0312,Proclean Z=0312,1,Prophylactic medications,"Zircon prophy & polishing paste with fluorine. Use for effective cleaning and polishing teeth, remove plaque, stones and plaque smoker with minimal damage to the enamel in dentistry.","Zircon prophy & polishing paste with fluorine. Use for effective cleaning and polishing teeth, remove plaque, stones and plaque smoker with minimal damage to the enamel in dentistry. Composition and main characteristic The composition of the paste includes zirconium silicate with a particle size of 3 to 5 μm, a binder and flavor. Contains fluoride excipient. Package: 8 g paste in a syring REF 0312 Proclean Z",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_z_ftor_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_z_ftor_R11.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/proclean-z-with-fluorine.html
124,LaTus,Private Enterprise «Latus»,Dentalex-21F,0521,0521,Dentalex- 21F=0521,1,Prophylactic medications,Light cure fluorine-emitting pit and fissure sealant. Use for caries prophylaxis in pedodontics.,"Light cure fluorine-emitting pit and fissure sealant Use for caries prophylaxis in pedodontics. Composition and main characteristic The Dentalex-21F sealant is a low-filled, paste-liquid composite system. The active agent contains sodium fluoride. It is cured after mixing the main paste with the catalyst liquid in a ratio of 1: 1 by volume. Working time after mixing of components - 1,5-3 minutes, time of hardening in an oral cavity - 3-4 mines from the beginning of mixing. Uniform prolonged release of fluoride ions from the material promotes hardening of immature enamel of the teeth, and also prevents the development of secondary caries in the case of invasive sealing. The sealant easily flows into the fissures of the tooth, cracks in the enamel and grooves, has a stable adhesion to the etched surface of the enamel, high hardness and wear resistance. The life of the sealant is at least 12 months. Package: 2 х 4 g paste Dentalex- 21F 3 g catalyst liguid Dentalex 6 g 37 % etching gel 5 cannulas 5 brushes flask REF 0521 Dentalex- 21F",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_21f_R2.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_21f_R21.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/dentalex-21f.html
126,LaTus,Private Enterprise «Latus»,Dentalex-13F,1316,1316,Dentalex- 13F=1316,1,Prophylactic medications,Light cure fluoride sealant varnish. Use for caries prophylaxis in pedodontics.,"Light cure fluoride sealant varnish Use for caries prophylaxis in pedodontics. Composition and main characteristic Dentalex-13F as an active agent contains sodium and calcium fluoride. Due to the volatile solvent (25%) it dries quickly. Preserved on the tooth surface for 3 to 14 days (without pre-etching). For a longer period (from 20 days to 2 months), it is necessary to etch the surface of the enamel. To facilitate control over the state of the sealed fissure, the material is made transparent. Package: 6 g varnish Dentalex- 13F in a bottle 2 x 4 g 37 % etching gel 5 canulas 3 brushes REF 1316 Dentalex- 13F",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_13f_R2.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_13f_R21.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/dentalex-13f.html
128,LaTus,Private Enterprise «Latus»,Dentalex-12,1312,1312,Dentalex-12=1312,1,Prophylactic medications,Light cure pit and fissure sealant. Use for caries prophylaxis in pedodontics.,"Light cure pit and fissure sealant Use for caries prophylaxis in pedodontics Composition and main characteristic Dentalex-12 belongs to the group of low-filled flowable composites, characterized by increased hardness and wear resistance. The sealant has a high processability, allowing it to be used in clinic and school dental surgeries. Dentalex-12 cures for 30 seconds with a dental photopolymerizer. The cured surface is resistant to cleaning with a toothbrush. Transparency provides visual control of the sealant on the fissure. Service life 1,5-2 years. Package: 2 х 4 g paste Dentalex-12 8 g 37 % etching gel 10 canulas REF 1312 Dentalex-12",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_12_R2.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_12_R21.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/dentalex-12.html
125,LaTus,Private Enterprise «Latus»,Dentalex-20,0520,0520,Dentalex-20=0520,1,Prophylactic medications,Self cure pit & fissure sealant. Use for mass prevention of dental caries in children`s dentistry from 6 to 16 years of age.,"Self cure pit & fissure sealant Use for mass prevention of dental caries in children`s dentistry from 6 to 16 years of age. Composition and main characteristic The Dentalex-20 sealant is a low-filled, paste-liquid composite system. It is cured after mixing the main paste with the catalyst liquid in a ratio of 1: 1 by volume. Working time after mixing of components is 1,5-2 minutes, curing time in the oral cavity is 3-4 minutes from the beginning of mixing. The sealant easily flows into the fissures of the tooth, cracks in the enamel and grooves, has a stable adhesion to the etched surface of the enamel, high hardness and wear resistance. The life of the sealant is at least 12 months. Package: 2 х 4 g paste Dentalex-20 3 g catalyst liguid Dentalex 6 g 37 % etching gel 5 canulas 5 brushes flask REF 0520 Dentalex-20",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_20_R2.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_dentalex_20_R21.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/dentalex-20.html
302,LaTus,Private Enterprise «Latus»,Proclean S,0317,0316 | 0317 | 0318,Proclean S=0316 | Proclean S Bubble Gum=0317 | Proclean S Tutti Frutti=0318,3,Prophylactic medications,"Powder for brushing teeth by abrasive jet. Use for professional toothbrushing, plaque removal and soft deposits","Powder for brushing teeth by abrasive jet Use for professional toothbrushing, plaque removal and soft deposits. Characteristic It is applied according to the instruction to sandblasting devices. Attention! Shake the powder bottle before use. Package: 115 g powder in а bottle REF 0316 Proclean S REF 0317 Proclean S Bubble Gum REF 0318 Proclean S Tutti Frutti",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_S.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_S_tutti.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_proclin_S_bubl.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/prophylactic-medications/proclean-s.html
141,LaTus,Private Enterprise «Latus»,"Etching Gel, 37%",0711,0711 | 0712 | 0714,Etching gel 37% 8 g gel in a syringe 3 canulas=0711 | Etching gel 37% 14 g gel in a syringe 5 canulas=0712 | Etching gel 37%=0714,3,Dental bonding,Etching gel 37%. Use for creation of micro on enamel and short time on dentine surface in front of drawing bonding or sealant.,"Etching gel 37% Use for creation of micro on enamel and short time on dentine surface in front of drawing bonding or sealant. Composition and main characteristic The gel has thixotropic properties, thanks to which it is easily fixed on the tooth surface and performs a quick and qualitative removal of the lubricated layer and etching of the tissues. Package: 4 g gel in a syringe canula REF 0711 Etching gel 37% 8 g gel in a syringe 3 canulas REF 0712 Etching gel 37% 14 g gel in a syringe 5 canulas REF 0714 Etching gel 37% Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_gel_14g_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_gel_8g_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_gel_4g_R1.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-bonding/gel-travilnyj-37.html
133,LaTus,Private Enterprise «Latus»,Monotex,1821,1821 | 1822,Monotex=1821 | Monotex=1822,2,Dental bonding,Light cure universal dentine-enamel bond. Use for enamel and dentine as bonding agent under light cure restorative composite in dentistry.,"Light cure universal dentine-enamel bond Use for enamel and dentine as bonding agent under light cure restorative composite in dentistry. Composition and main characteristic Monotex made on the basis of a specially synthesized binder which are the basis BisGMA, HEMA and glutar aldehyde. The adhesive also contains an effective antiseptic detergent - benzalkonium chloride, 17% of a filler having a particle size of 0.4 microns and 15% multi component highly volatile solvent. Monotex have a highly stable adhesion to phosphoric acid etched dentine and enamel with the properties as a binder, and due to the penetration of micro-particles of filler to dentinal tubules on a greater depth than just the unfilled liquid adhesive systems. Package: 6 g bond Monotex in a bottle REF 1821 Monotex Instruction for use Bonding system (kit) 6 g bond Monotex in a bottle 3 g dentine-primer Saturol 2 х 4 g 37% etching gel 25 microapplicators 5 canulas REF 1822 Monotex Instruction for use",https://www.latus.com.ua/components/com_jshopping/files/img_products/full_monotex_6_R1.jpg | https://www.latus.com.ua/components/com_jshopping/files/img_products/full_monotex_syst_R1.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_IDENTITY_READY_KZ_SKU_REVIEW_REQUIRED,https://www.latus.com.ua/en/products/dental-bonding/monotex.html
