officialProductId,brand,manufacturer,name,categoryPath,manufacturerRef,imageUrls,imageCount,kzEvidence,status,sourcePageUrl
3639077,ZT Dental,ZT Dental,FORCEPS FOR PLACING SECTIONAL MATRIX BANDS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57213505.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57213504.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639077.html
3639079,ZT Dental,ZT Dental,FORCEPS FOR PLACING WEDGES,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57213650.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57213649.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639079.html
3639216,ZT Dental,ZT Dental,DISPOSABLE MOUTH MIRRORS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214567.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214566.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639216.html
3639219,ZT Dental,ZT Dental,PERIODONTAL PROBE AND EXPLORER,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214679.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214678.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639219.html
3639221,ZT Dental,ZT Dental,FLEXIMETER STRIPS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214725.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214724.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639221.html
3640355,ZT Dental,ZT Dental,SPLIT TYPE MOUTH SUPPORT,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57228552.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57228551.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3640355.html
3640367,ZT Dental,ZT Dental,ASPIRATOR TIPS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57228743.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57228741.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3640367.html
3640384,ZT Dental,ZT Dental,AIR/ATER SYRINGE TIPS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229040.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229039.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3640384.html
3640418,ZT Dental,ZT Dental,CARBON FIBER IMPLANT SCALER KITS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229916.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229915.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3640418.html
3641716,ZT Dental,ZT Dental,ASPIRATION TIPS FOR IMPLANT SURGERY,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57239409.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57239407.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3641716.html
3642606,ZT Dental,ZT Dental,AIR/ATER SYRINGE TIPS WITH LUER LOCK,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57250776.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57250774.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3642606.html
3642718,ZT Dental,ZT Dental,ADAPTER,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251055.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251056.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3642718.html
3642843,ZT Dental,ZT Dental,PRE-BENT NEEDLE TIPS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251788.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251787.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3642843.html
816866,ZT Dental,ZT Dental,PLASTIC HALF CHAIR COVERS,Other dental materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457470.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816866.html
3637499,ZT Dental,ZT Dental,POSITIONING SYSTEM FOR SENSOR 2.0,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199005.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199006.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637499.html
3637528,ZT Dental,ZT Dental,COMPLETE FILM POSITIONING SYSTEM,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199075.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199076.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637528.html
3637576,ZT Dental,ZT Dental,BARRIER ENVELOPES,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199401.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199402.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637576.html
3637605,ZT Dental,ZT Dental,BARRIER ENVELOPES,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199586.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57199587.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637605.html
3637650,ZT Dental,ZT Dental,BARRIER ENVELOPES WITH EXTENDED TAB,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57200014.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57200012.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637650.html
3637717,ZT Dental,ZT Dental,PAPER COVER ( CARBOARD ),X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57201545.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57201544.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637717.html
816879,ZT Dental,ZT Dental,PLASTIC X-RAY DIGITAL SENSOR SLEEVE,X-ray systems,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457485.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816879.html
3634950,ZT Dental,ZT Dental,DISPOSABLEIMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174189.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174190.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3634950.html
3634983,ZT Dental,ZT Dental,AUTOCLAVABLEIMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174327.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174329.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3634983.html
3635005,ZT Dental,ZT Dental,ORTHODONTIC IMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174497.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174498.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3635005.html
3635030,ZT Dental,ZT Dental,DISTAL-EXTENSIONIMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174729.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57174730.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3635030.html
3637125,ZT Dental,ZT Dental,EDENTULOUSIMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57195839.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57195838.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637125.html
3637167,ZT Dental,ZT Dental,CUSTOMIZABLE THERMO PLASTIC IMPRESSION TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57195999.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57196013.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637167.html
3637184,ZT Dental,ZT Dental,AUTOCLAVABLE 3IN 1TRAYS,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57196304.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57196305.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3637184.html
3639143,ZT Dental,ZT Dental,MPRESSION TRAY EDGE TRIMMING,Impression materials,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214262.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214261.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639143.html
816864,ZT Dental,ZT Dental,HEADREST COVERS,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457467.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5310164_23.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5310154_13.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5310165_24.jpeg,4,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816864.html
816865,ZT Dental,ZT Dental,PLASTIC FULL CHAIR COVERS,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457469.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816865.html
816869,ZT Dental,ZT Dental,PLASTIC AIR/WATER SYRINGE COVERS,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457474.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816869.html
3639166,ZT Dental,ZT Dental,DISPOSABLE FACE SHIELD,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214451.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214452.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639166.html
3639170,ZT Dental,ZT Dental,PLASTIC HANDPIECE SLEEVES,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214466.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214465.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639170.html
3639178,ZT Dental,ZT Dental,BARRIER FILM,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214505.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57214504.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3639178.html
3640390,ZT Dental,ZT Dental,AUTOCLAVABLE PLASTIC STERILIZATION CASSETTES,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229350.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57229349.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3640390.html
3641344,ZT Dental,ZT Dental,DENTAL ENDO BOX,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237577.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237578.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3641344.html
3641370,ZT Dental,ZT Dental,FILE STAND WITH NUMBERINGS,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237724.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237723.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3641370.html
3641417,ZT Dental,ZT Dental,FILE HOLDERS WITH NUMBERINGS,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237814.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57237813.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3641417.html
3641447,ZT Dental,ZT Dental,SAFETY EYEWEAR,Infection control,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57238011.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57238010.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3641447.html
816836,ZT Dental,ZT Dental,ASPIRATOR TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457400.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816836.html
816833,ZT Dental,ZT Dental,SALIVA EJECTORS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457510.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5304760_%E5%BC%B1%E5%90%B8.jpeg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816833.html
816841,ZT Dental,ZT Dental,MICRO APPLICATORS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457519.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5305609_DentalMicroapplicators09.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5304761_%E5%B0%8F%E6%A3%89%E6%A3%92.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5305576_022.jpeg,4,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816841.html
816846,ZT Dental,ZT Dental,MIXING TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457451.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5306266_Dentalmixingtips001.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5306267_Dentalmixingtips002.jpeg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816846.html
816855,ZT Dental,ZT Dental,DENTAL DISPENSING GUN,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457528.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816855.html
816856,ZT Dental,ZT Dental,INTRAORAL TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457529.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816856.html
816868,ZT Dental,ZT Dental,PLASTIC TRAY SLEEVES,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457473.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816868.html
816834,ZT Dental,ZT Dental,EVACUATOR TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457512.jpeg,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816834.html
816830,ZT Dental,ZT Dental,DISPOSABLE AIR/WATER SYRINGE TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/33457506.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5314163_QQ%E6%88%AA%E5%9B%BE20151212160250.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5314160_QQ%E6%88%AA%E5%9B%BE20151212160302.jpeg | http://img.wezhan.cn/content/sitefiles/67705/images/5304526_08.jpeg,4,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/816830.html
3642858,ZT Dental,ZT Dental,IRRIGATION NEEDLE TIPS,Other dental products,,https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251967.jpg | https://nwzimg.wezhan.cn/contents/sitefiles2061/10305317/images/57251966.jpg,2,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_REFERENCE_REVIEW_REQUIRED,https://www.ztdental.com/productinfo/3642858.html
