officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,regionalCatalogSku,variantCount,categoryPath,description,sourceImageUrl,imageCount,sourceModifiedAt,kzEvidence,status,sourcePageUrl
DENTAL-X-REGIONAL-05010011,Dental X,Dental X / NSK Dental Italy S.r.l.,DX-24 B,,,05010011,1,Автоклавы,"Медицинский автоклав класса B из нержавеющей стали. Стоматологический автоклав нового поколения DX 24 B от итальянского производителя DENTAL X относится к стоматологическому оборудованию для паровой вакуумной стерилизации медицинских инструментов сложных форм и стоматологических наконечников. Одновременное использование технологий обработки горячим паром и вакуумирования поверхностей, в том числе пористых и изогнутых, делает стоматологические автоклавы класса В наиболее надежными по сравнению с автоклавами классов S и N. Стоматологический автоклав DX 24 оснащен вакуумной помпой и усовершенствованной системой контроля стерилизации, что позволяет пару проникать в пористые структуры и изогнутые поверхности инструмента, в том числе упакованного в стерилизационные пакеты. Камера стоматологического автоклава выполнена из высококачественной нержавеющей стали по технологии бесшовного производства, что гарантирует ее безопасную работу и максимальный срок службы. Эффективная стерилизация обеспечивается как при частичной, так и при полной загрузке автоклава. Объем камеры составляет 17 литров, инструменты загружаются в четыре лотка. Система микропроцессорного регулирования включает восемь программ стерилизации: семь автоматически настроенных и одну дополнительную программу, задаваемую пользователем. Управление автоклавом полностью автоматическое. В качестве дополнительной опции автоклав может быть оборудован USB-комплектом для сохранения информации о проведенных процедурах стерилизации на флеш-носителе.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/acf75d/17_b1a6356ef767493b76ef625a0a2dc1fd.jpeg,2,2016-10-08T15:45:41+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/avtoklavy-meditsinskie/dx-24-b/
DENTAL-X-REGIONAL-HELIX-ТЕСТ-HTS,Dental X,Dental X / NSK Dental Italy S.r.l.,HELIX-ТЕСТ HTS,,,,1,Контроль стерилизации,"Helix-тест позволяет оценить качество очистки полых медицинских инструментов. Тест производится с помощью силиконовой трубки диаметром 1,5 мм и длиной 200 мм. На одном конце трубки расположен корпус многопараметрического индикатора. Во время теста из трубки выкачивается воздух и внутрь закачивается нагретый пар, после чего происходит окрашивание индикатора. Тест занимает 3,5 минуты Стеритесты HTS соответствуют требованиям стандартов EN 867-5 и EN ISO 11140-1. Результаты тест легко определяются по цвету индикатора. Используемая краска нетоксична и не может нанести вреда оборудованию или здоровью пользователей. Тестовые индикаторы подходят для хранения в карточке пациента или с документацией к медицинскому автоклаву. Стеритесты поставляются в следующих вариантах комплектации: HTS 100 с 1 Helix-тестом и 100 тестовыми полосками HTS 20 с 1 Helix-тестом и 20 тестовыми полосками HTS 2 (пробный набор) с 1 Helix-тестом и 2 тестовыми полосками Все тесты поставляются с руководством по эксплуатации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/6c7ba0/56_d340cb54ffea337a8359a145ad4bdc6a.jpeg,2,2016-08-25T13:18:45+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/steritesty/helix-test-hts/
DENTAL-X-REGIONAL-MATISSE,Dental X,Dental X / NSK Dental Italy S.r.l.,MATISSE,,,,1,Стулья врача,MATISSE | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/f943be/58_cb9436362577550f221a32e4988a7c4f.jpeg,2,2016-08-25T13:26:17+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/stomatologicheskie-stulya/matisse/
DENTAL-X-REGIONAL-MIRO,Dental X,Dental X / NSK Dental Italy S.r.l.,MIRO',,,,1,Стулья врача,MIRO' | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/f31aec/59_207e0a86c80824a884bcfe01e5abbe4c.jpeg,2,2016-08-25T13:28:29+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/stomatologicheskie-stulya/miro/
DENTAL-X-REGIONAL-40100371,Dental X,Dental X / NSK Dental Italy S.r.l.,MX230 - ELITE LINE,,,40100371,1,Автоклавы,"Новая линейка медицинских автоклавов MX создана с использованием самых лучших технологий, разработанных компанией Dental X. Благодаря уникальной системе адаптивного нагрева, циклы стерилизации выполняются значительно быстрее, а загрузка камеры увеличивается на 50% по сравнению с аналогичными автоклавами конкурирующих производителей. Медицинские автоклавы MX позволяют абсолютно надежно и безопасно стерилизовать даже инструменты, требующие самого деликатного обращения. MX230 23-литровый автоклав класса B. - Адаптивная система нагрева: инновационная система нагрева, разработанная Dental X обеспечивает ускоренное выполнение циклов стерилизации, значительное увеличение полезного объема, снижение потребляемой энергии и повышенную надежность автоклава; - Камера с увеличенным диаметром (26 см) и объемом (23 л), а также интерактивная система загрузки позволяют вдвое увеличить объем загрузки; - Оптимальное соотношение скорости выполнения цикла и расхода воды и электроэнергии; - Новый ротационная система закрытия дверцы обеспечивает повышенную надежность автоклава; - Полностью безопасная стерилизация наконечников; - Широкие возможности протоколирования: установки можно дооснастить принтером для печати этикеток либо USB-модулем. Стерилизация медицинских инструментов и материалов вышла на принципиально новый уровень, благодаря инновационным технологиям медицинских автоклавов серии Elitе Line от Dental X. Вы будете приятно удивлены тем, как быстро автоклав завершает выполнение цикла стерилизации. Секрет в адаптивной системе нагрева: Нагревательных элементов теперь несколько. · Полезный объем увеличен. · Энергопотребление сокращено. · Перепады температуры практически исключены. · Надежность автоклава значительно повысилась. Объем загрузки медицинского автоклава MX230 увеличен вдвое: Вместительная камера на 23 литра обходит модели-конкуренты по объему загрузки (на 50 % больше)! Количество поддонов в автоклаве тоже имеет значение, а здесь их целых 5. Классовое превосходство: MX230 относится к классу B. Именно такие медицинские автоклавы оснащены пульсирующим предвакуумом и способны на глубокую обработку любых инструментов и материалов (наличие упаковки не принципиально). Безопасность превыше всего: · Особая система закрытия дверцы (ротационная) повышает степень надежности автоклава. · Максимум безопасности при стерилизации наконечников. · Отсутствие проблем со стерилизацией медицинских инструментов, требующих наиболее бережного обращения! Найдена золотая середина: Dental X сумели добиться для MX230 оптимального баланса между скоростью выполнения цикла и расходом ресурсов (вода/электроэнергия) Отчетность и еще раз отчетность. Подробное протоколирование процессов за счет подключения принтера либо модуля USB. Остались вопросы? Обращайтесь к нашей квалифицированной сервисной службе. В вашем распоряжении наш собственный склад запчастей к медицинскому оборудованию.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/d04d7e/24_5e7d710c80de7f742d99085fd01e01ac.jpeg,5,2016-10-08T15:47:55+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/avtoklavy-meditsinskie/mx230---elite-line/
DENTAL-X-REGIONAL-05010071,Dental X,Dental X / NSK Dental Italy S.r.l.,NEW SEAL,,,05010071,1,Термозапечатывающие устройства,NEW SEAL | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/dad6c7/37_fdec7a0b1b820cdc92a6131836c26d88.jpeg,2,2016-10-08T16:03:08+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/upakovochnye-mashiny/new-seal/
DENTAL-X-REGIONAL-60500912,Dental X,Dental X / NSK Dental Italy S.r.l.,NEW SEAL PLUS,,,60500912,1,Автоклавы,,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/dad6c7/37_fdec7a0b1b820cdc92a6131836c26d88.jpeg,2,2016-10-08T16:03:40+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/avtoklavy-meditsinskie/new-seal-plus/
DENTAL-X-REGIONAL-PICASSO,Dental X,Dental X / NSK Dental Italy S.r.l.,PICASSO,,,,1,Стулья врача,PICASSO | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/f31aec/59_207e0a86c80824a884bcfe01e5abbe4c.jpeg,2,2016-08-25T13:29:54+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/stomatologicheskie-stulya/picasso/
DENTAL-X-REGIONAL-R-STERI-05-5-СМ-РУЛОН-200-М-6-РУЛОНОВ-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,R STERI 05 5 см Рулон 200 м (6 рулонов в упаковке),,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:36:36+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/r-steri-05-5-sm-rulon-200-m-6-rulonov-v-upakovke/
DENTAL-X-REGIONAL-R-STERI-07-7-5-СМ-РУЛОН-200-М-6-РУЛОНОВ-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,"R STERI 07 7, 5 см Рулон 200 м (6 рулонов в упаковке)",,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:36:30+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/-r-steri-07-7-5-sm-rulon-200-m-6-rulonov-v-upakovk/
DENTAL-X-REGIONAL-R-STERI-10-10-СМ-РУЛОН-200-М-4-РУЛОНА-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,R STERI 10 10 см Рулон 200 м (4 рулона в упаковке),,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:36:23+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/r-steri-10-10-sm-rulon-200-m-4-rulona-v-upakovke/
DENTAL-X-REGIONAL-R-STERI-15-15-СМ-РУЛОН-200-М-4-РУЛОНА-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,R STERI 15 15 см Рулон 200 м (4 рулона в упаковке),,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:36:17+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/r-steri-15-15-sm-rulon-200-m-4-rulona-v-upakovke/
DENTAL-X-REGIONAL-R-STERI-20-20-СМ-РУЛОН-200-М-2-РУЛОНА-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,R STERI 20 20 см Рулон 200 м (2 рулона в упаковке),,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:36:06+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/r-steri-20-20-sm-rulon-200-m-2-rulona-v-upakovke/
DENTAL-X-REGIONAL-R-STERI-25-25-CМ-РУЛОН-200-М-2-РУЛОНА-В-УПАКОВКЕ,Dental X,Dental X / NSK Dental Italy S.r.l.,R STERI 25 25 cм Рулон 200 м (2 рулона в упаковке),,,,1,Рулоны для стерилизации,"Рулоны для стерилизации предназначены для предстерилизационной упаковки медицинских инструментов и их последующего хранения. Индикаторы показывают, подвергались ли пакеты стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/fee16c/60_27aed7b6b588104563049bab62486f87.jpeg,2,2016-08-25T13:35:57+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/rulony-dlya-sterilizatsii-steriline/r-steri-25-25-cm-rulon-200-m-2-rulona-v-upakovke/
DENTAL-X-REGIONAL-SEALER-10,Dental X,Dental X / NSK Dental Italy S.r.l.,SEALER 10,,,,1,Термозапечатывающие устройства,SEALER 10 | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/da0115/38_211286982c8dc550f396920268269b0c.jpeg,3,2016-08-25T12:41:33+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/upakovochnye-mashiny/sealer-10/
DENTAL-X-REGIONAL-05010072,Dental X,Dental X / NSK Dental Italy S.r.l.,STERILINE 1023,,,05010072,1,Термозапечатывающие устройства,STERILINE 1023 | Dentalx,https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/cf0564/40_9b8b9896afcbbb743c94335d7881c3cf.jpeg,6,2016-10-08T16:13:31+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/upakovochnye-mashiny/steriline-1023/
DENTAL-X-REGIONAL-05010006,Dental X,Dental X / NSK Dental Italy S.r.l.,STERILINE 9.5 PREMIUM LINE,,,05010006,1,Автоклавы,"Медицинский автоклав Steriline B разработан по последнему слову техники в области стерилизации медицинских инструментов. Модель соединяет в себе передовые комплектующие, компактные формы, эргономичный дизайн и великолепные показатели работы. Автоклав оборудован мощной вакуумной помпой, обеспечивающей стопроцентное удаление воздуха из камеры перед непосредственной стерилизацией, а также участвующей в процессе сушки обрабатываемых инструментов. Уникальная адаптивная система нагрева и камера из никелированной меди не только исключают риск повреждения инструментов при стерилизации, но и позволяет обрабатывать на 20% больше инструментов за один цикл, чем аналогичные модели других производителей. Камера из никелированной меди 18-литрового медицинского автоклава позволяет загрузить для безопасной и эффективной стерилизации даже больше инструментов, чем камера из нержавеющей стали обычного автоклава на 24 литра. Гидропривод автоклава оборудован современной системой фильтрации и отличается большой надежностью. Благодаря полностью автоматизированному процессу стерилизации, контролируемого мощным микропроцессором, автоклав отличается простотой в использовании. Модель оборудована надежной системой контроля качества работы и диагностики неполадок. Имеется возможность дооснащения автоклава встраиваемым принтером, возможность подключения внешнего принтера или USB-комплекта для протоколирования проводимых циклов стерилизации.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/562051/20_3ab012285c8b92bf9600bd184625d5c3.jpeg,3,2016-10-08T15:47:19+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/avtoklavy-meditsinskie/steriline-95-premium-line/
DENTAL-X-REGIONAL-STERILINE-MED-V,Dental X,Dental X / NSK Dental Italy S.r.l.,STERILINE MED-V,,,,1,Термозапечатывающие устройства,"Новая ротационная упаковочная машина отвечает всем требованиям к предстерилизационной подготовке в современной клинике. Steriline MED-V легко и быстро запечатывает любые типы медицинских инструментов в соответствии с требованиями новых международных стандартов EN ISO 111607-2 и EN 686-5. Высокая производительность машины обеспечивается скоростью ротора в 10 м/мин. Температура запечатывания в 220°С позволяет запечатывать все типы конвертов и крафт-пакетов без риска перегрева. Упаковочная машина устанавливается под наклоном к пользователю, наклон можно отрегулировать. Функция автоматического отключения мотора при входе в режим ожидания обеспечивает значительную экономию электроэнергии. Упаковочная машина Steriline MED-V разработана по последнему слову техники в области предстерилизационной упаковки медицинских инструментов, и идеально подойдет для клиник с большим объемом обработки инструментов.",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/26d2d4/44_6ee52b8137e32e09b3b28f2f31ba4c0e.jpeg,2,2016-09-12T10:51:04+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/upakovochnye-mashiny/steriline-med-v/
DENTAL-X-REGIONAL-USB-МОДУЛЬ,Dental X,Dental X / NSK Dental Italy S.r.l.,USB-МОДУЛЬ,,,,1,Прослеживаемость стерилизации,"В комплект входят: 1 кабель, 1 USB-интерфейс, 1 USB-носитель (объем 2Гб).",https://dentalx.ru/files_dynamic/client/userfls/images/b45d4ce8c3/1/b2b177/61_d5c9c2446f76bb6789f70ccad4ea95eb.jpeg,2,2016-09-03T16:22:57+03:00,REGIONAL_BRAND_CATALOG_WITH_KAZAKHSTAN_CONTACT,MANUFACTURER_REFERENCE_REQUIRED,https://dentalx.ru/shop/protokolirovanie-i-podklyuchenie-k-pk/usb-modul/
