officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,model,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
MGF-AS-40050002,MGF,MGF S.r.l.,24 V basin / cuspidor drain valve - 230V 50Hz,AS-40050002,AS-40050002,24 V basin / cuspidor drain valve,1,Стоматологические аспирационные системы,Bowl drain valve for placing liquids from the spittoon,https://www.mgfcompressors.com/fileadmin/imported_images/40050002_Spittoon_Valve_frontal__1_.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/dental-suction-systems/surgical-suction-accessories/valvola-di-scarico-bacinella-sputacchiera-24-v.html
MGF-AS-40050002,MGF,MGF S.r.l.,24 V basin / cuspidor drain valve - 230V 50Hz,AS-40050002,AS-40050002,24 V basin / cuspidor drain valve,1,Централизованная хирургическая аспирация,Bowl drain valve for placing liquids from the spittoon,https://www.mgfcompressors.com/fileadmin/imported_images/40050002_Spittoon_Valve_frontal__1_.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/surgical-suction-accessories/valvola-di-scarico-bacinella-sputacchiera-24-v.html
MGF-AS-40050056,MGF,MGF S.r.l.,24 V basin / cuspidor drain valve + selection valve - 230V 50Hz,AS-40050056,AS-40050056,24 V basin / cuspidor drain valve + selection valve,1,Стоматологические аспирационные системы,Bowl drain valve for placing liquids from the spittoon,https://www.mgfcompressors.com/fileadmin/imported_images/40050002_Spittoon_Valve_frontal__1__02.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/dental-suction-systems/surgical-suction-accessories/valvola-di-scarico-bacinella-sputacchiera-24-v-valvola-di-selezione.html
MGF-AS-40050056,MGF,MGF S.r.l.,24 V basin / cuspidor drain valve + selection valve - 230V 50Hz,AS-40050056,AS-40050056,24 V basin / cuspidor drain valve + selection valve,1,Централизованная хирургическая аспирация,Bowl drain valve for placing liquids from the spittoon,https://www.mgfcompressors.com/fileadmin/imported_images/40050002_Spittoon_Valve_frontal__1__02.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/surgical-suction-accessories/valvola-di-scarico-bacinella-sputacchiera-24-v-valvola-di-selezione.html
MGF-AS-40050048,MGF,MGF S.r.l.,24 V selection valve - 230V 50Hz,AS-40050048,AS-40050048,24 V selection valve,1,Стоматологические аспирационные системы,24 V selection valve to make each workplace independent,https://www.mgfcompressors.com/fileadmin/_processed_/c/8/csm_Selection_Valve_light_fe09c578eb.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/dental-suction-systems/surgical-suction-accessories/valvola-di-selezione-24-v.html
MGF-AS-40050048,MGF,MGF S.r.l.,24 V selection valve - 230V 50Hz,AS-40050048,AS-40050048,24 V selection valve,1,Централизованная хирургическая аспирация,24 V selection valve to make each workplace independent,https://www.mgfcompressors.com/fileadmin/_processed_/c/8/csm_Selection_Valve_light_fe09c578eb.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/surgical-suction-accessories/valvola-di-selezione-24-v.html
MGF-AS-40050044,MGF,MGF S.r.l.,24 V selection valve with voltage rectifier - 230V 50Hz,AS-40050044,AS-40050044,24 V selection valve with voltage rectifier,1,Стоматологические аспирационные системы,24V selection valve with voltage rectifier: used in a centralized system makes each workplace independent.,https://www.mgfcompressors.com/fileadmin/_processed_/1/8/csm_Selection_Valve_light_02_fc4cba5e28.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/dental-suction-systems/surgical-suction-accessories/valvola-di-selezione-24-v-con-raddrizzatore-di-tensione.html
MGF-AS-40050044,MGF,MGF S.r.l.,24 V selection valve with voltage rectifier - 230V 50Hz,AS-40050044,AS-40050044,24 V selection valve with voltage rectifier,1,Централизованная хирургическая аспирация,24V selection valve with voltage rectifier: used in a centralized system makes each workplace independent.,https://www.mgfcompressors.com/fileadmin/_processed_/1/8/csm_Selection_Valve_light_02_fc4cba5e28.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/surgical-suction-accessories/valvola-di-selezione-24-v-con-raddrizzatore-di-tensione.html
MGF-D-GE150-024-M,MGF,MGF S.r.l.,24/10 GENESI M - 230V 50Hz,D-GE150-024-M,D-GE150-024-M,24/10 GENESI M,1,Стоматологические компрессоры Pure Air,"Oil free compressor, FAD at 5 bar 135 l/min, tank capacity 24 L, with air dryer .",https://www.mgfcompressors.com/fileadmin/_processed_/7/7/csm_MGF-24-10-GENESI-M-22_8d49b3159f.png,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/pure-air-dental-compressors/24-10-genesi-m.html
MGF-D-GE150-024-M,MGF,MGF S.r.l.,24/10 GENESI M - 230V 50Hz,D-GE150-024-M,D-GE150-024-M,24/10 GENESI M,1,Стоматологические компрессоры Pure Air,"Oil free compressor, FAD at 5 bar 135 l/min, tank capacity 24 L, with air dryer .",https://www.mgfcompressors.com/fileadmin/_processed_/7/7/csm_MGF-24-10-GENESI-M-22_8d49b3159f.png,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/pure-air-dental-compressors/genesi-line/24-10-genesi-m.html
