localId,brand,name,manufacturerRef,category,status,sourcePageUrl,sourceImageUrl,summary
547,Kettenbach,Futar Clear Fast,,orthopedics,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthopedics/impression-materials-accessories/a-silicone/item-547,https://nordstom.kz/userfiles/item/547/fullimage1.webp,Прозрачный быстротвердеющий А-силикон для регистрации прикуса
548,Kettenbach,Futar,,orthopedics,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthopedics/impression-materials-accessories/a-silicone/item-548,https://nordstom.kz/userfiles/item/548/fullimage1.webp,быстротвердеющий А-силикон для регистрации прикуса
549,Kettenbach,Panasil Putty,,orthopedics,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthopedics/impression-materials-accessories/a-silicone/item-549,https://nordstom.kz/userfiles/item/549/fullimage1.webp,Прецизионный оттискный А-силикон в банках
550,Kettenbach,Panasil initial contact X-Light,,orthopedics,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthopedics/impression-materials-accessories/a-silicone/item-550,https://nordstom.kz/userfiles/item/550/fullimage1.webp,коррегирующий оттискный А-силикон повышенной точности
551,Kettenbach,Mucopren Soft Basic,,orthopedics,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthopedics/impression-materials-accessories/prosthetic_pads/item-551,https://nordstom.kz/userfiles/item/551/fullimage1.webp,материал на основе А-силикона для прямой и непрямой мягкой перебазировки съемных протезов
517,One drop only,Ёршики для чистки межзубных промежутков,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-517,https://nordstom.kz/userfiles/item/517/fullimage1.jpg,Для удаления межзубного налета
522,One drop only,Зубная паста Halazon Multiactive Fresh,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/item-522,https://nordstom.kz/userfiles/item/522/fullimage1.jpg,Зубная паста с длительным освежающим эффектом
523,One drop only,Зубная паста Halazon Multiactive Med,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/item-523,https://nordstom.kz/userfiles/item/523/fullimage1.jpg,Для использования взрослыми и детьми с 6 лет с острыми воспалительными процессами полости рта и с кровоточивостью десен
524,One drop only,Зубная паста Halazon Multiactive White,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/item-524,https://nordstom.kz/userfiles/item/524/fullimage1.jpg,Зубная паста для взрослых с отбеливающим эффектом
525,One drop only,Ёршики для чистки межзубных промежутков S (5 мм),,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-525,https://nordstom.kz/userfiles/item/525/fullimage1.jpg,Для удаления межзубного налета
526,One drop only,Ёршики для чистки межзубных промежутков M (6 мм),,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-526,https://nordstom.kz/userfiles/item/526/fullimage1.jpg,Для удаления межзубного налета
527,One drop only,Щётка-скребок для чистки языка,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-527,https://nordstom.kz/userfiles/item/527/fullimage1.jpg,
529,One drop only,Зубные щетки One Drop Only средней жесткости,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothbrushes/item-529,https://nordstom.kz/userfiles/item/529/fullimage1.jpg,
15,ORMCO,Набор брекетов Damon Clear2 ВЧ 5+5,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-15,https://nordstom.kz/userfiles/item/15/fullimage1.jpg,Брекеты из полупрозрачного материала – поликристаллической керамики. Улучшенная модель прежней версии керамических брекетов Damon Clear 2
20,ORMCO,Эластики,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/elastic-rings-tags-chains/item-20,https://nordstom.kz/userfiles/item/20/fullimage1.jpg,"Тяги Zoo применяют в 80% клинических случаев на начальном и завершающем этапах лечения. Эластики для брекетов ускоряют выравнивание зубных рядов в первые месяцы после фиксации системы. Через месяц после установки брекетов врач-ортодонт может назначить эластики на начальных круглых дугах, учитывая возможные побочные эффекты в системе распределения действующих сил."
54,ORMCO,Набор брекетов Damon Q2 ВЧ 5+5 стандарт,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-54,https://nordstom.kz/userfiles/item/54/fullimage1.jpg,"НАДЕЖНЫЕ. ПРАКТИЧНЫЕ. УДОБНЫЕ. Благодаря более чем 20 годам инноваций и опыта ортодонтов со всего мира новые Damon™ Q2 являются 8-ым поколением брекетов всемирно известной системы Damon™ — проверенной комбинации пассивных самолигирующих брекетов, последовательности легких дуг и рекомендованного протокола для успешного завершения миллионов клинических случаев."
55,ORMCO,Набор брекетов Damon Q2 НЧ 5+5 стандарт,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-55,https://nordstom.kz/userfiles/item/55/fullimage1.jpg,"НАДЕЖНЫЕ. ПРАКТИЧНЫЕ. УДОБНЫЕ. Благодаря более чем 20 годам инноваций и опыта ортодонтов со всего мира новые Damon™ Q2 являются 8-ым поколением брекетов всемирно известной системы Damon™ — проверенной комбинации пассивных самолигирующих брекетов, последовательности легких дуг и рекомендованного протокола для успешного завершения миллионов клинических случаев."
56,ORMCO,Набор брекетов Damon Q2 ВЧ 5+5 с крючками,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-56,https://nordstom.kz/userfiles/item/56/fullimage1.jpg,"НАДЕЖНЫЕ. ПРАКТИЧНЫЕ. УДОБНЫЕ. Благодаря более чем 20 годам инноваций и опыта ортодонтов со всего мира новые Damon™ Q2 являются 8-ым поколением брекетов всемирно известной системы Damon™ — проверенной комбинации пассивных самолигирующих брекетов, последовательности легких дуг и рекомендованного протокола для успешного завершения миллионов клинических случаев."
57,ORMCO,Набор брекетов Damon Q2 НЧ 5+5 с крючками,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-57,https://nordstom.kz/userfiles/item/57/fullimage1.jpg,"НАДЕЖНЫЕ. ПРАКТИЧНЫЕ. УДОБНЫЕ. Благодаря более чем 20 годам инноваций и опыта ортодонтов со всего мира новые Damon™ Q2 являются 8-ым поколением брекетов всемирно известной системы Damon™ — проверенной комбинации пассивных самолигирующих брекетов, последовательности легких дуг и рекомендованного протокола для успешного завершения миллионов клинических случаев."
58,ORMCO,Набор Damon Clear ВЧ 3+3 + Damon Q,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-58,https://nordstom.kz/userfiles/item/58/fullimage1.jpg,"Конструкция Damon Clear – эстетическая брекет-система, выполненная из прозрачной керамики. Это особый поликристаллический износоустойчивый материал, изготавливаемый на основе оксида алюминия. Керамика менее заметна на зубах по сравнению со стальными конструкциями. Для многих пациентов это является решающим фактором."
59,ORMCO,Набор Damon Clear НЧ 3+3 + Damon Q,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-59,https://nordstom.kz/userfiles/item/59/fullimage1.jpg,"Конструкция Damon Clear – эстетическая брекет-система, выполненная из прозрачной керамики. Это особый поликристаллический износоустойчивый материал, изготавливаемый на основе оксида алюминия. Керамика менее заметна на зубах по сравнению со стальными конструкциями. Для многих пациентов это является решающим фактором."
60,ORMCO,Набор Damon Q ВЧ 5+5,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-60,https://nordstom.kz/userfiles/item/60/fullimage1.jpg,"Пассивные самолигирующие брекеты Damon Q – это надежные и предсказуемые результаты лечения, комфорт врача и пациента. Конструкция из металла лечит аномалии окклюзии: проблемы с прикусом, легкую, среднюю и тяжелую степени скученности и другие патологии."
61,ORMCO,Набор Damon Q НЧ 5+5,,orthodontia,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/orthodontia/braces/item-61,https://nordstom.kz/userfiles/item/61/fullimage1.jpg,
535,ORMCO,Дуги Damon,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/arcs/item-535,https://nordstom.kz/userfiles/item/535/fullimage1.jpg,"Самолигирующие брекеты Damon характеризуются особым видом дуг, которые способны совершать плавные движения в пазах, целенаправленно определяя силу воздействия на определённые участки зубов, что позволяет избежать чрезмерной нагрузки на мышцы челюсти и сократить сроки лечения."
536,ORMCO,Адгезив Blugloo,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/adhesive/item-536,https://nordstom.kz/userfiles/item/536/fullimage1.jpg,"Светоотверждаемый ортодонтический адгезив Blugloo для эстетических брекетов из керамики и пластмассы. Обеспечивает цветовой контраст, когда это нужно врачу и прозрачный в течение остального времени. Также подходит для металлических брекетов."
537,ORMCO,Адгезив Enlight,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/adhesive/item-537,https://nordstom.kz/userfiles/item/537/fullimage1.jpg,"Универсальный адгезив ортодонтический Enlight для любых видов брекетов. • Рабочее время: при включенном светильнике стоматологической установки – 30 секунд, без него – 2 минуты. • Консистенция: жидкотекучая. • Назначение: универсальный, фиксация несъемных ретейнеров. • Химическое сродство: универсальный"
538,ORMCO,Адгезив Grengloo,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/adhesive/item-538,https://nordstom.kz/userfiles/item/538/fullimage1.jpg,"Светоотверждаемый ортодонтический адгезив Grengloo для металлических брекетов. Зеленый контрастный, когда это нужно ортодонту. Прозрачный и эстетичный в процессе лечения."
539,ORMCO,Лигатуры,,orthodontia,REFERENCE_REQUIRED,https://nordstom.kz/catalog/orthodontia/elastic-rings-tags-chains/item-539,https://nordstom.kz/userfiles/item/539/fullimage1.jpg,"Разноцветные эластические лигаиуры Ормко относятся к современному поколению эластических лигатур. Они более тонкие по сравнению с нарезанными, что облегчает их установку. На одном ""мини-дереве"" расположены 10 лигатур. Такое количество рассчитано на один зубной ряд, что позволяет избежать перекрестной контаминации между пациентами."
460,Planmeca,Рентген установка Planmeca ProMax 3D Classic,,dental-equipment,REFERENCE_REQUIRED,https://nordstom.kz/catalog/dental-equipment/x-ray-equipment/item-460,https://nordstom.kz/userfiles/item/460/fullimage1.jpg,Четкий обзор верхней и нижней челюсти
462,Planmeca,Рентгеновская установка Planmeca ProX,,dental-equipment,REFERENCE_REQUIRED,https://nordstom.kz/catalog/dental-equipment/x-ray-equipment/item-462,https://nordstom.kz/userfiles/item/462/fullimage1.jpg,Высокочастотный интраоральный рентген аппарат
463,Planmeca,Рентгенографическая система Planmeca ProSensor HD,,dental-equipment,REFERENCE_REQUIRED,https://nordstom.kz/catalog/dental-equipment/x-ray-equipment/item-463,https://nordstom.kz/userfiles/item/463/fullimage1.jpg,
454,President,PRESIDENT Zero 0+ детская зубная паста,,oral-hygiene-products,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/detskie-pasty/item-454,https://nordstom.kz/userfiles/item/454/fullimage1.png,Обеспечивает заботу о деснах и укрепление эмали. Зубная паста без цвета и запах.
455,President,PRESIDENT Спелая груша 0-3 детская зубная паста,,oral-hygiene-products,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/detskie-pasty/item-455,https://nordstom.kz/userfiles/item/455/fullimage1.png,"Обеспечивает заботу о деснах, укрепление эмали и бережное очищение"
456,President,PRESIDENT Мамина малинка 0-3 детская зубная паста,,oral-hygiene-products,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/detskie-pasty/item-456,https://nordstom.kz/userfiles/item/456/fullimage1.png,"Обеспечивает заботу о деснах, укрепление эмали и бережное очищение"
457,President,PRESIDENT Фруктовый микс 3-6 детская зубная паста,,oral-hygiene-products,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/detskie-pasty/item-457,https://nordstom.kz/userfiles/item/457/fullimage1.png,"Обеспечивает заботу о деснах, укрепление эмали и эффективное очищение"
458,President,PRESIDENT Клубника 3-6 детская зубная паста,,oral-hygiene-products,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/toothpastes/detskie-pasty/item-458,https://nordstom.kz/userfiles/item/458/fullimage1.png,"Обеспечивает заботу о деснах, укрепление эмали и эффективное очищение"
497,President,PRESIDENT Classic ёршики межзубные,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-497,https://nordstom.kz/userfiles/item/497/fullimage1.jpg,"Для очистки межзубных промежутков, брекетов, мостов"
498,President,PRESIDENT Soft Sticks мягкие межзубные ершики-зубочистки,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/dental-floss/item-498,https://nordstom.kz/userfiles/item/498/fullimage1.jpg,Размер S
530,President,Набор по уходу за брекет-системой Brace Kit,,oral-hygiene-products,REFERENCE_REQUIRED,https://nordstom.kz/catalog/oral-hygiene-products/braces-care/item-530,https://nordstom.kz/userfiles/item/530/fullimage1.jpg,
464,SANAVITA,"Кетгут простой полированный стерильный, игла 20 мм/17 мм",,surgery,REFERENCE_REQUIRED,https://nordstom.kz/catalog/surgery/suture-materials/item-464,https://nordstom.kz/userfiles/item/464/fullimage1.jpg,длина 75см
153,Tokuyama Dental,Estelite Sigma Quick универсальный светоотверждаемый композит,,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-153,https://nordstom.kz/userfiles/item/153/fullimage1.jpg,"Цвета: А1, А2, А3, А3.5, B1, B2, СЕ, ОА1, ОА2, ОА3, BW, ОРА2"
154,Tokuyama Dental,"Набор Estelite Sigma Quick kit I, 3 шприца 3,8 г А2, А3, ОА3",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-154,https://nordstom.kz/userfiles/item/154/fullimage1.jpg,"Прямое восстановление фронтальных и жевательных зубов, включая окклюзионную поверхность и область контактного пункта."
155,Tokuyama Dental,"Набор Estelite Sigma Quick Promo, 6 шприцев 3,8 г А2, А3, ОА1, ОА2, ОА3, ОРА2",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-155,https://nordstom.kz/userfiles/item/155/fullimage1.jpg,"Прямое восстановление фронтальных и жевательных зубов, включая окклюзионную поверхность и область контактного пункта."
156,Tokuyama Dental,"Набор Estelite Asteria kit, 7 шприцев 4,0 г А1В, А2В, А3В, А3.5В, А4В, NE, OcE",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-156,https://nordstom.kz/userfiles/item/156/fullimage1.jpg,"Estelite Asteria – супра-нано композит нового поколения для создания эстетических реставраций по упрощенной методике двухслойной реставрации. Благодаря своим инновационным оптическим свойствам оттенки Estelite Asteria прекрасно гармонируют с твердыми тканями зуба. Превосходный «хамелеон» эффект сделает эстетическую реставрацию еще проще и быстрее, позволив сэкономить время врача-стоматолога и пациента."
157,Tokuyama Dental,"Пломбировочный материал Estelite Asteria 4,0 гр",,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,https://nordstom.kz/userfiles/item/157/fullimage1.jpg,Пломбировочный материал Estelite Asteria от Tokuyama Dental разработан для создания высокоэстетичных композитных реставраций по упрощенной 2-этапной методике
158,Tokuyama Dental,"Estelite Bulk Fill Flow, шприц 3.0 г А2",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-158,https://nordstom.kz/userfiles/item/158/fullimage1.jpg,Estelite Bulk Fill Flow от Tokuyama Dental – это возможность выполнить реставрацию жевательных зубов в один слой. Универсальный текучий материал для объемного восстановления (порция до 4 мм).
159,Tokuyama Dental,"Композитные краски Estelite Color, шприц 0,9 г",,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-159,https://nordstom.kz/userfiles/item/159/fullimage1.jpg,"Estelite COLOR от Tokuyama Dental – текучий, светоотверждаемый материал для придания индивидуального оттенка при прямых и непрямых реставрациях композиционными материалами."
160,Tokuyama Dental,"Пломбировочный материал Estelite Posterior, шприц 4,2 г",,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-160,https://nordstom.kz/userfiles/item/160/fullimage1.jpg,Прямое восстановление объемных полостей жевательных зубов.
161,Tokuyama Dental,"Текучий пломбировочный материал Estelite Universal Flow High, шприц 3.0 г А2, ОРА 2",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-161,https://nordstom.kz/userfiles/item/161/fullimage1.jpg,Estelite Universal Flow High высокой текучести - это премиальный низкомодульный композит. Идеален для выполнения адаптивного слоя с выводом на эмаль и в зоны нагрузки.
162,Tokuyama Dental,"Текучий пломбировочный материал Estelite Universal Flow Medium, шприц 3.0 г",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-162,https://nordstom.kz/userfiles/item/162/fullimage1.jpg,"Estelite Universal Flow Medium средней текучести -это премиальный низкомодульный композит. Сферическая форма уникального циркониевого наполнителя Estelite и технология 10-секундной радикал-усиленной полимеризации обеспечивает высокую прочность, низкие показатели усадки и стираемости, сверхлегкую полируемость и устойчивый блеск реставрации."
163,Tokuyama Dental,"Текучий пломбировочный материал Estelite Universal Flow Super Low, шприц 3.0 г",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-163,https://nordstom.kz/userfiles/item/163/fullimage1.jpg,Estelite Universal Flow Super Low сверхнизкой текучести - это премиальный низкомодульный композит. По эстетике и прочности не уступает композитам пастообразной консистенции.
164,Tokuyama Dental,"Универсальный опак OMNICHROMA Blocker, шприц 4,0 г",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-164,https://nordstom.kz/userfiles/item/164/fullimage1.jpg,"OMNICHROMA Blocker от Tokuyama Dental — «универсальный опак», дополнительный композит, который при реставрации глубоких/сквозных дефектов имитирует зону иррегулярного дентина."
165,Tokuyama Dental,"Универсальная эмаль OMNICHROMA, шприц 4,0 г",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-165,https://nordstom.kz/userfiles/item/165/fullimage1.jpg,"Omnichroma – реставрационная система из одного шприца! Первый в мире композит, который подходит для зубов любого оттенка от А1 до D4. Уникальная интеллектуальная хроматическая технология «структурного цвета» Omnichroma, разработанная Тokuyama Dental, позволяет отказаться от предварительного определения оттенка зуба пациента"
166,Tokuyama Dental,"Пломбировочный материал Palfique Estelite Paste, шприц 3,8 г",,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-166,https://nordstom.kz/userfiles/item/166/fullimage1.jpg,"Прямое восстановление передних и боковых зубов, включая окклюзионную поверхность и область контактного пункта."
167,Tokuyama Dental,"Набор Palfique Estelite Paste Intro kit, 6 шприцев 3,8 г А1, А2, А3, ОА2 (2 шт.), ОА3, адгезив 5 мл",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-167,https://nordstom.kz/userfiles/item/167/fullimage1.jpg,"Прямое восстановление передних и боковых зубов, включая окклюзионную поверхность и область контактного пункта. Palfique Estelite Paste обладает выраженным блеском, легкой полируемостью и высокой устойчивостью к истиранию. Высокая степень наполненности Palfique Estelite Paste обеспечивает низкий уровень полимеризационного стресса и хорошие прочностные характеристики для восстановления окклюзионной поверхности боковых зубов и области контактных пунктов. Выраженный ""хамелеон-эффект""."
168,Tokuyama Dental,"Универсальный однокомпонентный самопротравливающий адгезив VII поколения Tokuyama Bond Force ll рефил, 5 мл",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/adhesives-primers-acid-barriers-etchants/item-168,https://nordstom.kz/userfiles/item/168/fullimage1.jpg,Универсальный самопротравливающий адгезив для прямой композитной реставрации полостей всех классов кариозного и некариозного происхождения.
169,Tokuyama Dental,"Универсальный однокомпонентный самопротравливающий адгезив VII поколения Tokuyama Bond Force ll 5 мл, в наборе",,therapy,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/therapy/adhesives-primers-acid-barriers-etchants/item-169,https://nordstom.kz/userfiles/item/169/fullimage1.jpg,Универсальный самопротравливающий адгезив для прямой композитной реставрации полостей всех классов кариозного и некариозного происхождения.
170,Tokuyama Dental,Набор Shield Force Plus 3 мл,,therapy,REFERENCE_REQUIRED,https://nordstom.kz/catalog/therapy/prevention-and-treatment/item-170,https://nordstom.kz/userfiles/item/170/fullimage1.jpg,"Десенситайзер на основе bis-GMA и TEGDMA обеспечивает надежную герметизацию дентинных канальцев и создает на поверхности тонкую, но прочную пленку, препятствующую дальнейшему эррозированию и абразии обнаженного дентина. Tokuyama Shield Force Plus превосходно справляется с проблемой повышенной чувствительности дентина, обеспечивая мгновенный и стойкий десенситизирующий эффект."
180,VDW,"C-Pilot файлы, длина 25 мм, №006",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-180,https://nordstom.kz/userfiles/item/180/fullimage1.jpg,C-Pilot Files - каналоискатель для особо изогнутых и кальцинированных каналов
181,VDW,"C-Pilot файлы, длина 25 мм, №006-010",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-181,https://nordstom.kz/userfiles/item/181/fullimage1.jpg,C-Pilot Files - каналоискатель для особо изогнутых и кальцинированных каналов
182,VDW,"C-Pilot файлы, длина 25 мм, №008",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-182,https://nordstom.kz/userfiles/item/182/fullimage1.jpg,C-Pilot Files - каналоискатель для особо изогнутых и кальцинированных каналов
183,VDW,"C-Pilot файлы, длина 25 мм, №010",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-183,https://nordstom.kz/userfiles/item/183/fullimage1.jpg,C-Pilot Files - каналоискатель для особо изогнутых и кальцинированных каналов
185,VDW,"Finger Plugger, длина 25 мм, №025",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-185,https://nordstom.kz/userfiles/item/185/fullimage1.jpg,Плаггер Pro-Endo Для вертикальной конденсации гуттаперчи
186,VDW,"Finger Plugger, длина 25 мм, №030",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-186,https://nordstom.kz/userfiles/item/186/fullimage1.jpg,Плаггер Pro-Endo Для вертикальной конденсации гуттаперчи
187,VDW,"Finger Spreaders, длина 25 мм, №015-040",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-187,https://nordstom.kz/userfiles/item/187/fullimage1.jpg,Спредер - ручной инструмент для проведения латеральной конденсации гуттаперчевых штифтов в корневом канале.
188,VDW,"Finger Spreaders, длина 25 мм, №015",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-188,https://nordstom.kz/userfiles/item/188/fullimage1.jpg,Спредер - ручной инструмент для проведения латеральной конденсации гуттаперчевых штифтов в корневом канале.
189,VDW,"Finger Spreaders, длина 25 мм, №020",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-189,https://nordstom.kz/userfiles/item/189/fullimage1.jpg,Спредер - ручной инструмент для проведения латеральной конденсации гуттаперчевых штифтов в корневом канале.
190,VDW,"Finger Spreaders, длина 25 мм, №025",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-190,https://nordstom.kz/userfiles/item/190/fullimage1.jpg,Спредер - ручной инструмент для проведения латеральной конденсации гуттаперчевых штифтов в корневом канале.
191,VDW,"Finger Spreaders, длина 25 мм, №030",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-191,https://nordstom.kz/userfiles/item/191/fullimage1.jpg,Спредер - ручной инструмент для проведения латеральной конденсации гуттаперчевых штифтов в корневом канале.
192,VDW,"H-files Pro-Endo (Рашпили), длина 25 мм, №008",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-192,https://nordstom.kz/userfiles/item/192/fullimage1.jpg,Высокоэффективное расширение канала опиливающими движениями. Превосходная режущая эффективность благодаря нержавеющей стали с высокими режущими характеристиками и уникальной технике заточки. Эргономичная ручка. Открытые режущие углы гарантируют максимальную устойчивость инструмента к излому.
193,VDW,"H-files Pro-Endo (Рашпили), длина 25 мм, №010",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-193,https://nordstom.kz/userfiles/item/193/fullimage1.jpg,Высокоэффективное расширение канала опиливающими движениями. Превосходная режущая эффективность благодаря нержавеющей стали с высокими режущими характеристиками и уникальной технике заточки. Эргономичная ручка. Открытые режущие углы гарантируют максимальную устойчивость инструмента к излому.
194,VDW,"H-files Pro-Endo (Рашпили), длина 25 мм, №015",,endodontics,MODEL_PRESENT_REFERENCE_REVIEW_REQUIRED,https://nordstom.kz/catalog/endodontics/endodontic-Instruments/hand-held-endodontic-instruments/item-194,https://nordstom.kz/userfiles/item/194/fullimage1.jpg,Высокоэффективное расширение канала опиливающими движениями. Превосходная режущая эффективность благодаря нержавеющей стали с высокими режущими характеристиками и уникальной технике заточки. Эргономичная ручка. Открытые режущие углы гарантируют максимальную устойчивость инструмента к излому.
