"productId","productName","missingBrand","missingManufacturer","knownBrand","knownManufacturer","manufacturerRefs","sourceUrl","priority","status","requiredEvidence"
"public-55974200c3b1d3ae8d817990","Абатмент Multi Unit 3,5 CF GH 3,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_3_5_cf_gh_3_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-d291783453775843beed5ff4","Абатмент Multi Unit 4,8 CF 17D GH 2,5 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_2_5_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-9a78031c354497467375f63b","Абатмент Multi Unit 4,8 CF 17D GH 2,5 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_2_5_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-74dab46caad50e99888d8ca9","Абатмент Multi Unit 4,8 CF 17D GH 3,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_3_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-cd1d6a1cce5a65a135bb1aa8","Абатмент Multi Unit 4,8 CF 17D GH 3,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_3_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-b0a8576cbd14a28cb9b446f7","Абатмент Multi Unit 4,8 CF 30D GH 3,5 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_30d_gh_3_5_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-ff9c0f0839daafdb504e2bb4","Абатмент Multi Unit 4,8 CF 30D GH 4,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_30d_gh_4_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-58105a6aa5a459fe4c2f04a1","Абатмент Multi Unit 4,8 CF GH 1,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_1_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-4129922c021f1829cff0e84c","Абатмент Multi Unit 4,8 CF GH 1,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_1_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-8fd518f3e616ca6b3dc37c4b","Абатмент Multi Unit 4,8 CF GH 2,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_2_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-fb2253ea71f8497bd690b972","Абатмент Multi Unit 4,8 CF GH 2,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_2_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-cb4a37706e1665e6f233100b","Абатмент Multi Unit 4,8 CF GH 3,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_3_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-7d82978f5885c8dad8b85be5","Абатмент Multi Unit 4,8 CF GH 3,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_3_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-de5ab958d846109578713526","Абатмент Multi Unit винтовой фиксировкой 4,8 CF 17D GH 4,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_17d_gh_4_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-a52473f9864bb1da0a10fa13","Абатмент Multi Unit винтовой фиксировкой 4,8 CF 17D GH 4,0 SP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_17d_gh_4_0_sp/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-48ff2776673fe2c34e6abdc8","Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 3,5 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_3_5_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-f3867a315337bace09868fc7","Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 4,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_4_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
"public-47e8a514c1ffad9d19d58c2d","Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 5,0 NP","true","true","","","","https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_5_0_np/","P0_COMMERCIAL","NEEDS_OFFICIAL_EVIDENCE","Официальная страница бренда, каталог производителя или подтверждённый прайс с артикулом"
