officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,referenceReviewNote
LM-DENTAL-12-HOLLENBACK,LM Dental,LM-Instruments Oy,1/2 Hollenback,741-751,741-751,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / carvers,https://lm-dental.com/wp-content/uploads/2022/08/1-2-hollenback-lm-741-751-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/carvers/12-hollenback/,
LM-DENTAL-AIRLED-HANDPIECE,LM Dental,LM-Instruments Oy,AirLED handpiece,15610261,15610261,1,LM Dental / ultrasonics and air polishing / ultrasonic and air polishing spare parts / handpieces,https://lm-dental.com/wp-content/uploads/2023/01/LM-ProPower-AirLED-handpiece.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-and-air-polishing-spare-parts/handpieces/airled-handpiece/,
LM-DENTAL-AP-2,LM Dental,LM-Instruments Oy,AP-2,,,1,LM Dental / uncategorized,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://lm-dental.com/products/uncategorized/ap-2/,
LM-DENTAL-ARCH-WIRE-TUCKER,LM Dental,LM-Instruments Oy,Arch Wire Tucker,412-413,412-413,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/arch-wire-tucker-lm-412-413-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/arch-wire-tucker/,
LM-DENTAL-BARNHART-5-6,LM Dental,LM-Instruments Oy,Barnhart 5-6,227-228,227-228,1,LM Dental / handinstrumentation / periodontics / universal curettes / others 3,https://lm-dental.com/wp-content/uploads/2023/09/Barnhart_5-6_227-228ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/others-3/barnhart-5-6/,
LM-DENTAL-BASE-CARRIER-CONDENSER-MALLEABLE-TIP,LM Dental,LM-Instruments Oy,"Base Carrier – Condenser, malleable tip",30-34,30-34,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2022/08/base-carrier-condenser-lm-30-34-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/base-carrier-condenser-malleable-tip/,
LM-DENTAL-BASE-CARRIER-CONDENSER-RIGID,LM Dental,LM-Instruments Oy,"Base Carrier – Condenser, rigid",30H-34,30H-34,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2022/08/base-carrier-rigid-lm-29h-30h-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/base-carrier-condenser-rigid/,
LM-DENTAL-BASE-CARRIER-RIGID,LM Dental,LM-Instruments Oy,"Base Carrier, rigid",29H-30H,29H-30H,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2022/08/base-carrier-rigid-lm-29h-30h-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/base-carrier-rigid/,
LM-DENTAL-BURNISHER,LM Dental,LM-Instruments Oy,Burnisher,31-32,31-32,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/burnisher-lm-31-32-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/burnisher/,
LM-DENTAL-BURNISHER-PLUGGER,LM Dental,LM-Instruments Oy,Burnisher – Plugger,471-473,471-473,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/burnisher-plugger-ball-ended-1-5-2-5-lm-471-473-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/burnisher-plugger/,
LM-DENTAL-BURNISHER-27-29,LM Dental,LM-Instruments Oy,Burnisher 27-29,476-477,476-477,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/burnisher-27-29-lm-476-477-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/burnisher-27-29/,
LM-DENTAL-CASSETTE-FOR-EXTRACTION-INSTRUMENT,LM Dental,LM-Instruments Oy,Cassette for extracting instrument,,,1,LM Dental / veterinary products / veterinary extraction,https://lm-dental.com/wp-content/uploads/2023/02/Cassette-LM-810001_w_instrument.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-extraction/cassette-for-extraction-instrument/,Official page displays non-unique SKU 810001; exact order reference requires manual review.
LM-DENTAL-CASSETTE-FOR-LM-EXTRACTION-INSTRUMENT,LM Dental,LM-Instruments Oy,Cassette for LM™ extraction instrument,,,1,LM Dental / care and handling / casettes for hand instruments,https://lm-dental.com/wp-content/uploads/2023/02/Cassette-LM-810001.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/care-and-handling/casettes-for-hand-instruments/cassette-for-lm-extraction-instrument/,Official page displays non-unique SKU 810001; exact order reference requires manual review.
LM-DENTAL-CLEOID-DISCOID,LM Dental,LM-Instruments Oy,Cleoid-Discoid,731-732,731-732,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / carvers,https://lm-dental.com/wp-content/uploads/2022/08/cleoid-discoid-lm-731-732-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/carvers/cleoid-discoid/,
LM-DENTAL-CODE-BUTTONS,LM Dental,LM-Instruments Oy,Code buttons,6000 blue,6000 blue,1,LM Dental / care and handling / product color coding products / code buttons for cassettes,https://lm-dental.com/wp-content/uploads/2017/01/Code_buttons_blue_with-circle.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/care-and-handling/product-color-coding-products/code-buttons-for-cassettes/code-buttons/,
LM-DENTAL-CODE-RINGS,LM Dental,LM-Instruments Oy,Code rings,5000 (blue),5000 (blue),1,LM Dental / care and handling / product color coding products / code rings for hand instruments,https://lm-dental.com/wp-content/uploads/2023/02/Code-rings_blue_1024x1024.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/care-and-handling/product-color-coding-products/code-rings-for-hand-instruments/code-rings/,
LM-DENTAL-COLUMBIA-13-14,LM Dental,LM-Instruments Oy,Columbia 13-14,237-238,237-238,1,LM Dental / handinstrumentation / periodontics / universal curettes / columbia curettes,https://lm-dental.com/wp-content/uploads/2023/10/Columbia_13-14_237-238ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/columbia-curettes/columbia-13-14/,
LM-DENTAL-COLUMBIA-2L-2R,LM Dental,LM-Instruments Oy,Columbia 2L-2R,217-218,217-218,1,LM Dental / handinstrumentation / periodontics / universal curettes / columbia curettes,https://lm-dental.com/wp-content/uploads/2023/10/Columbia_2L-2R_217-218ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/columbia-curettes/columbia-2l-2r/,
LM-DENTAL-COLUMBIA-4L-4R,LM Dental,LM-Instruments Oy,Columbia 4L-4R,219-220,219-220,1,LM Dental / handinstrumentation / periodontics / universal curettes / columbia curettes,https://lm-dental.com/wp-content/uploads/2023/10/Columbia_4L-4R_SD_219-220SDES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/columbia-curettes/columbia-4l-4r/,
LM-DENTAL-COMPOSITE-SPATULA-6,LM Dental,LM-Instruments Oy,Composite Spatula 6,446-447,446-447,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / for composites,https://lm-dental.com/wp-content/uploads/2022/08/composite-spatula-6-lm-446-447-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/for-composites/composite-spatula-6/,
LM-DENTAL-CONCAVITY-DIAMOND-FILE-SV-5-6,LM Dental,LM-Instruments Oy,Concavity Diamond File SV 5-6,,,1,LM Dental / handinstrumentation / periodontics / diamond files,https://lm-dental.com/wp-content/uploads/2023/10/Concavity_File_SV_5-6_255-256DES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/diamond-files/concavity-diamond-file-sv-5-6/,
LM-DENTAL-CORD-PACKER-2-0-MM,LM Dental,LM-Instruments Oy,"Cord Packer, 2.0 mm",490-491,490-491,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2022/08/cord-packer-2-0-lm-490-491-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/cord-packer-2-0-mm/,
LM-DENTAL-CORD-PACKER-2-6-MM,LM Dental,LM-Instruments Oy,"Cord Packer, 2.6 mm",492-493,492-493,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2022/08/cord-packer-2-6-lm-492-493-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/cord-packer-2-6-mm/,
LM-DENTAL-CRANE-KAPLAN,LM Dental,LM-Instruments Oy,Crane-Kaplan,322-323,322-323,1,LM Dental / handinstrumentation / periodontics / sickle scalers,https://lm-dental.com/wp-content/uploads/2023/09/Crane-Kaplan_322-323ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/sickle-scalers/crane-kaplan/,
LM-DENTAL-CROWN-OFF,LM Dental,LM-Instruments Oy,Crown Off,767-768,767-768,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / others 2,https://lm-dental.com/wp-content/uploads/2022/08/crown-off-lm-767-768-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/others-2/crown-off/,
LM-DENTAL-CURETTE-ANTERIOR,LM Dental,LM-Instruments Oy,Curette – Anterior,201-202RXSIVET,201-202RXSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-anterior-lm-201-202r-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-anterior/,
LM-DENTAL-CURETTE-DISTAL,LM Dental,LM-Instruments Oy,Curette – Distal,213-214RXSIVET,213-214RXSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-distal-lm-213-214r-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-distal/,
LM-DENTAL-CURETTE-MESIAL,LM Dental,LM-Instruments Oy,Curette – Mesial,211-212RXSIVET,211-212RXSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-mesial-lm-211-212r-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-mesial/,
LM-DENTAL-CURETTE-LM-15-16,LM Dental,LM-Instruments Oy,Curette LM 15-16,225-226,225-226,1,LM Dental / handinstrumentation / periodontics / universal curettes / mccall curettes,https://lm-dental.com/wp-content/uploads/2023/10/Curette_LM_15-16_225-226ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/mccall-curettes/curette-lm-15-16/,
LM-DENTAL-CURETTE-SMALL-ANTERIOR,LM Dental,LM-Instruments Oy,Curette small – Anterior,201-202XSIVET,201-202XSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-small-anterior-lm-201-202-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-small-anterior/,
LM-DENTAL-CURETTE-SMALL-DISTAL,LM Dental,LM-Instruments Oy,Curette small – Distal,213-214XSIVET,213-214XSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-small-distal-lm-213-214-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-small-distal/,
LM-DENTAL-CURETTE-SMALL-MESIAL,LM Dental,LM-Instruments Oy,Curette small – Mesial,211-212XSIVET,211-212XSIVET,1,LM Dental / veterinary products / calculus removal / calculus removal curettes,https://lm-dental.com/wp-content/uploads/2022/08/curette-small-mesial-lm-211-212-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/calculus-removal-curettes/curette-small-mesial/,
LM-DENTAL-DIAMOND-FILE-MES-DIST,LM Dental,LM-Instruments Oy,Diamond File mes-dist,,,1,LM Dental / handinstrumentation / periodontics / diamond files,https://lm-dental.com/wp-content/uploads/2023/10/Diamond_File_mes-dist_263-264DES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/diamond-files/diamond-file-mes-dist/,
LM-DENTAL-ELEVATOR-3,LM Dental,LM-Instruments Oy,Elevator 3,814230VET,814230VET,1,LM Dental / veterinary products / veterinary extraction,https://lm-dental.com/wp-content/uploads/2022/08/elevator-3-lm-814230-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-extraction/elevator-3/,
LM-DENTAL-ELEVATOR-4,LM Dental,LM-Instruments Oy,Elevator 4,814240VET,814240VET,1,LM Dental / veterinary products / veterinary extraction,https://lm-dental.com/wp-content/uploads/2022/08/elevator-4-lm-814240-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-extraction/elevator-4/,
LM-DENTAL-ELEVATOR-5,LM Dental,LM-Instruments Oy,Elevator 5,814250VET,814250VET,1,LM Dental / veterinary products / veterinary extraction / extract,https://lm-dental.com/wp-content/uploads/2022/08/elevator-5-lm-814250-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-extraction/extract/elevator-5/,
LM-DENTAL-EMERY-TAPES,LM Dental,LM-Instruments Oy,Emery tapes for LM-RondoPlus™,8550,8550,1,LM Dental / care and handling / sharpening,https://lm-dental.com/wp-content/uploads/2017/02/rondo-emery-tape-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/care-and-handling/sharpening/emery-tapes/,
LM-DENTAL-ENAMEL-CHISEL-1-2,LM Dental,LM-Instruments Oy,Enamel Chisel 1.2,132-133,132-133,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2025/01/Enamel_Chisel_1.3_132-133ES_Front.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/enamel-chisel-1-2/,
LM-DENTAL-ENDO-PLUGGER-0-5-1-0-MM,LM Dental,LM-Instruments Oy,"Endo Plugger, 0.5-1.0 mm",41-42,41-42,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2022/08/endo-plugger-0-5-1-0-lm-41-42-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/endo-plugger-0-5-1-0-mm/,
LM-DENTAL-ENDO-SPREADER-0-23-MM,LM Dental,LM-Instruments Oy,Endo Spreader 0.23 mm,22,22,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2022/08/endo-spreader-0-23-lm-22-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/endo-spreader-0-23-mm/,
LM-DENTAL-ENDO-SPREADER-0-4-MM,LM Dental,LM-Instruments Oy,Endo Spreader 0.4 mm,24,24,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2022/08/endo-spreader-0-4-lm-24-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/endo-spreader-0-4-mm/,
LM-DENTAL-EXCESS-SCALER,LM Dental,LM-Instruments Oy,Excess Scaler,785-795,785-795,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / others 2,https://lm-dental.com/wp-content/uploads/2022/08/excess-scaler-lm-785-795-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/others-2/excess-scaler/,
LM-DENTAL-EXPLORER-PERIODONTAL-PROBE-23-520B,LM Dental,LM-Instruments Oy,Explorer – Periodontal Probe 23-520B,23-520B,23-520B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-periodontal-probe-lm-23-520b-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-periodontal-probe-23-520b/,
LM-DENTAL-EXPLORER-PERIODONTAL-PROBE-23-52B,LM Dental,LM-Instruments Oy,Explorer – Periodontal Probe 23-52B,23-52B,23-52B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-periodontal-probe-lm-23-52b-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-periodontal-probe-23-52b/,
LM-DENTAL-EXPLORER-PERIODONTAL-PROBE-23-530B,LM Dental,LM-Instruments Oy,Explorer – Periodontal Probe 23-530B,23-530B,23-530B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-periodontal-probe-lm-23-530b-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-periodontal-probe-23-530b/,
