officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,referenceReviewNote
LM-DENTAL-PE-31,LM Dental,LM-Instruments Oy,PE-31,100131,100131,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-31-lm-100131.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-31/,
LM-DENTAL-PE-31-VET,LM Dental,LM-Instruments Oy,PE-31 VET,100131VET,100131VET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-31-lm-100131.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-31-vet/,
LM-DENTAL-PE-32,LM Dental,LM-Instruments Oy,PE-32,100132,100132,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-32-lm-100132.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-32/,
LM-DENTAL-PE-32-VET,LM Dental,LM-Instruments Oy,PE-32 VET,100132VET,100132VET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-32-lm-100132.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-32-vet/,
LM-DENTAL-PE-33,LM Dental,LM-Instruments Oy,PE-33,100133,100133,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-33_100133.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-33/,
LM-DENTAL-PE-37,LM Dental,LM-Instruments Oy,PE-37,100137,100137,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-37_100137.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-37/,
LM-DENTAL-PE-38,LM Dental,LM-Instruments Oy,PE-38,100138,100138,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-38_100138.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-38/,
LM-DENTAL-PE-38-VET,LM Dental,LM-Instruments Oy,PE-38 VET,100138VET,100138VET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-38_100138.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-38-vet/,
LM-DENTAL-PE-39,LM Dental,LM-Instruments Oy,PE-39,100139,100139,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-39_100139.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-39/,
LM-DENTAL-PE-39-VET,LM Dental,LM-Instruments Oy,PE-39 VET,100139VET,100139VET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-39_100139.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-39-vet/,
LM-DENTAL-PE-40,LM Dental,LM-Instruments Oy,PE-40,100140,100140,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-40_100140.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-40/,
LM-DENTAL-PE-40H,LM Dental,LM-Instruments Oy,PE-40H,100140H,100140H,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-40h_100140h.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-40h/,
LM-DENTAL-PE-40H-VET,LM Dental,LM-Instruments Oy,PE-40H VET,100140HVET,100140HVET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-40h_100140h.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-40h-vet/,
LM-DENTAL-PE-40HS,LM Dental,LM-Instruments Oy,PE-40HS,100140HS,100140HS,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-40hs_100140hs.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-40hs/,
LM-DENTAL-PE-40L,LM Dental,LM-Instruments Oy,PE-40L,100140L,100140L,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-40l_100410l.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-40l/,
LM-DENTAL-PE-40R,LM Dental,LM-Instruments Oy,PE-40R,100140R,100140R,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-40r_100140r.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-40r/,
LM-DENTAL-PE-41A,LM Dental,LM-Instruments Oy,PE-41A,100141A,100141A,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-41a_100141a.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-41a/,
LM-DENTAL-PE-41P,LM Dental,LM-Instruments Oy,PE-41P,100141P,100141P,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-41p_100141p.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-41p/,
LM-DENTAL-PE-41PF,LM Dental,LM-Instruments Oy,PE-41PF,100141PF,100141PF,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-41pf_100141pf-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-41pf/,
LM-DENTAL-PE-41PS,LM Dental,LM-Instruments Oy,PE-41PS,100141PS,100141PS,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/pe-41ps-lm-100141ps.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/pe-41ps/,
LM-DENTAL-PE-41PS-VET,LM Dental,LM-Instruments Oy,PE-41PS VET,100141PSVET,100141PSVET,1,LM Dental / veterinary products / veterinary ultrasonics / ultrasonic tips,https://lm-dental.com/wp-content/uploads/2017/01/pe-41ps-lm-100141ps.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-ultrasonics/ultrasonic-tips/pe-41ps-vet/,
LM-DENTAL-PLASTIC-INSTRUMENT-ANTERIOR,LM Dental,LM-Instruments Oy,"Plastic Instrument, anterior",43-47,43-47,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / for composites,https://lm-dental.com/wp-content/uploads/2022/08/plastic-instrument-anterior-lm-43-47-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/for-composites/plastic-instrument-anterior/,
LM-DENTAL-PLASTIC-INSTRUMENT-POSTERIOR,LM Dental,LM-Instruments Oy,"Plastic Instrument, posterior",48-702,48-702,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / for composites,https://lm-dental.com/wp-content/uploads/2022/08/plastic-instrument-posterior-lm-48-702-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/for-composites/plastic-instrument-posterior/,
LM-DENTAL-PLASTIC-LIGATURE-APPLICATOR,LM Dental,LM-Instruments Oy,Plastic Ligature Applicator,416-417,416-417,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/plastic-ligature-applicator-lm-416-417-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/plastic-ligature-applicator/,
LM-DENTAL-PLUGGER-HOLLENBACK-2S,LM Dental,LM-Instruments Oy,Plugger – Hollenback 2S,473-753,473-753,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / carvers,https://lm-dental.com/wp-content/uploads/2026/03/Plugger-Hollenback-2S-473-753ES_front_web-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/carvers/plugger-hollenback-2s/,
LM-DENTAL-PLUGGER-0-7-1-0-MM-CYLINDRICAL-DD,LM Dental,LM-Instruments Oy,"Plugger 0.7-1.0 mm, cylindrical DD",335-340DDES,335-340DDES,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2025/01/Plugger_0.7-1.0_335-340DDES_Front.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/plugger-0-7-1-0-mm-cylindrical-dd/,
LM-DENTAL-PLUGGER-CYLINDRICAL-1-0-1-5-MM,LM Dental,LM-Instruments Oy,"Plugger, cylindrical, 1.0-1.5 mm",340-360,340-360,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/plugger-cylindrical-1-0-1-5-lm-340-360-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/plugger-cylindrical-1-0-1-5-mm/,
LM-DENTAL-PLUGGER-CYLINDRICAL-1-2-2-0-MM,LM Dental,LM-Instruments Oy,"Plugger, cylindrical, 1.2-2.0 mm",,,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/plugger-cylindrical-1-2-2-0-lm-350-380-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/plugger-cylindrical-1-2-2-0-mm/,
LM-DENTAL-PLUGGER-CYLINDRICAL-1-8-2-5-MM,LM Dental,LM-Instruments Oy,"Plugger, cylindrical, 1.8-2.5 mm",,,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / pluggers and burnishers,https://lm-dental.com/wp-content/uploads/2022/08/plugger-cylindrical-1-8-2-5-lm-370-390-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/pluggers-and-burnishers/plugger-cylindrical-1-8-2-5-mm/,
LM-DENTAL-PUSH-SCALER-H4-H5,LM Dental,LM-Instruments Oy,Push Scaler H4-H5,144-145,144-145,1,LM Dental / handinstrumentation / periodontics / sickle scalers,https://lm-dental.com/wp-content/uploads/2023/09/Push_Scaler_H4-H5_144-145ES_Front.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/sickle-scalers/push-scaler-h4-h5/,
LM-DENTAL-RIGID-GRACEY-12,LM Dental,LM-Instruments Oy,Rigid Gracey 1/2,201-202R,201-202R,1,LM Dental / handinstrumentation / periodontics / gracey curettes / rigid gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/Rigid_GRA_1-2_201-202RES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/rigid-gracey-curettes/rigid-gracey-12/,
LM-DENTAL-RIGID-GRACEY-1112,LM Dental,LM-Instruments Oy,Rigid Gracey 11/12,211-212R,211-212R,1,LM Dental / handinstrumentation / periodontics / gracey curettes / rigid gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/Rigid_GRA_11-12_211-212RES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/rigid-gracey-curettes/rigid-gracey-1112/,
LM-DENTAL-RIGID-GRACEY-1314,LM Dental,LM-Instruments Oy,Rigid Gracey 13/14,213-214R,213-214R,1,LM Dental / handinstrumentation / periodontics / gracey curettes / rigid gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/Rigid_GRA_13-14_213-214RES_Front-3.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/rigid-gracey-curettes/rigid-gracey-1314/,
LM-DENTAL-RIGID-GRACEY-1516,LM Dental,LM-Instruments Oy,Rigid Gracey 15/16,245-246R,245-246R,1,LM Dental / handinstrumentation / periodontics / gracey curettes / rigid gracey curettes,https://lm-dental.com/wp-content/uploads/2024/01/Rigid_GRA_15-16_245-246RES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/rigid-gracey-curettes/rigid-gracey-1516/,
LM-DENTAL-RIGID-GRACEY-78,LM Dental,LM-Instruments Oy,Rigid Gracey 7/8,207-208R,207-208R,1,LM Dental / handinstrumentation / periodontics / gracey curettes / rigid gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/Rigid_GRA_7-9_207-208RES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/rigid-gracey-curettes/rigid-gracey-78/,
LM-DENTAL-ROOT-CANAL-EXCAVATOR-1-0-MM,LM Dental,LM-Instruments Oy,"Root Canal Excavator, 1.0 mm",612-622,612-622,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2024/09/Endo_Exc_1.0_612-622ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/root-canal-excavator-1-0-mm/,
LM-DENTAL-ROOT-CANAL-EXCAVATOR-1-5-MM,LM Dental,LM-Instruments Oy,"Root Canal Excavator, 1.5 mm",632-642,632-642,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2024/09/Endo_Exc_1.5_632-642ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/root-canal-excavator-1-5-mm/,
LM-DENTAL-ROOT-CANAL-EXCAVATOR-2-0-MM,LM Dental,LM-Instruments Oy,"Root Canal Excavator, 2.0 mm",652-662,652-662,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2024/09/Endo_Exc_2.0_652-662ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/root-canal-excavator-2-0-mm/,
LM-DENTAL-ROOT-CANAL-EXPLORER,LM Dental,LM-Instruments Oy,Root Canal Explorer,27-28,27-28,1,LM Dental / handinstrumentation / endodontics,https://lm-dental.com/wp-content/uploads/2022/08/root-canal-explorer-lm-27-28-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/endodontics/root-canal-explorer/,
LM-DENTAL-ROOT-LUXATING,LM Dental,LM-Instruments Oy,Root Luxating,812210VET,812210VET,1,LM Dental / veterinary products / veterinary extraction,https://lm-dental.com/wp-content/uploads/2023/04/Root-luxating_812210VET.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/veterinary-extraction/root-luxating/,
LM-DENTAL-ROOT-TIP-PICK,LM Dental,LM-Instruments Oy,Root Tip Pick,769-771,769-771,1,LM Dental / handinstrumentation / extraction / root tip instruments,https://lm-dental.com/wp-content/uploads/2022/08/root-tip-pick-lm-769-771-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/extraction/root-tip-instruments/root-tip-pick/,
LM-DENTAL-ROUND-EXCAVATOR-1-0-MM,LM Dental,LM-Instruments Oy,"Round Excavator, 1.0 mm",,,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / excavators,https://lm-dental.com/wp-content/uploads/2024/09/Excavator_round_1.0_61-62ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/excavators/round-excavator-1-0-mm/,
LM-DENTAL-ROUND-EXCAVATOR-1-5-MM,LM Dental,LM-Instruments Oy,"Round Excavator, 1.5 mm",,,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / excavators,https://lm-dental.com/wp-content/uploads/2024/09/Excavator_Round_1.5_63-64ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/excavators/round-excavator-1-5-mm/,
LM-DENTAL-ROUND-EXCAVATOR-2-0-MM,LM Dental,LM-Instruments Oy,"Round Excavator, 2.0 mm",,,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / excavators,https://lm-dental.com/wp-content/uploads/2024/09/Excavator_Round_2.0_65-66ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/excavators/round-excavator-2-0-mm/,
LM-DENTAL-SCALER-ANTERIOR,LM Dental,LM-Instruments Oy,Scaler – Anterior,145-150XSIVET,145-150XSIVET,1,LM Dental / veterinary products / calculus removal / heavy calculus removal scalers,https://lm-dental.com/wp-content/uploads/2022/08/scaler-anterior-lm-145-150-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/calculus-removal/heavy-calculus-removal-scalers/scaler-anterior/,
