canonicalProductId,brand,name,manufacturerRefs,variantCount,photoStatus,publishableImageUrl,evidenceImageUrl,status,sourcePageUrl,sourceEvidenceFiles
CANON-FALCON-DE-100-020,Falcon,Elevator Hylin fig. 2,DE.100.020,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18926-Dzwignia-Hylin-fig.2.jpg,https://falconmedical.pl/app/uploads/2021/10/18926-Dzwignia-Hylin-fig.2.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-hylin-fig-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-100-030,Falcon,Elevator Hylin left fig. 3,DE.100.030,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18925-Dzwignia-Hylin-lewa-fig.3.jpg,https://falconmedical.pl/app/uploads/2021/10/18925-Dzwignia-Hylin-lewa-fig.3.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-hylin-left-fig-3/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-100-040,Falcon,Elevator Hylin right fig. 4,DE.100.040,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18924-Dzwignia-Hylin-prawa-fig.4.jpg,https://falconmedical.pl/app/uploads/2021/10/18924-Dzwignia-Hylin-prawa-fig.4.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-hylin-right-fig-4/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-110-010,Falcon,Elevator left fig. 1,DE.110.010,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18923-Dzwignia-Falcon-lewa-fig.1.jpg,https://falconmedical.pl/app/uploads/2021/10/18923-Dzwignia-Falcon-lewa-fig.1.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-left-fig-1/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-118-021,Falcon,Elevator Lindo-Levian serrated bayonet distal,DE.118.021,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18856-Dzwignia-Lindo-Levian-zabkowana-korzeniowa.jpg,https://falconmedical.pl/app/uploads/2021/10/18856-Dzwignia-Lindo-Levian-zabkowana-korzeniowa.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-bayonet-distal/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-118-022,Falcon,Elevator Lindo-Levian serrated bayonet mesial,DE.118.022,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18857-Dzwignia-Lindo-Levian-zabkowana-korzeniowa.jpg,https://falconmedical.pl/app/uploads/2021/10/18857-Dzwignia-Lindo-Levian-zabkowana-korzeniowa.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-bayonet-mesial/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-117-010,Falcon,Elevator Lindo-Levian serrated curved fig. 1,DE.117.010,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18853-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.1.jpg,https://falconmedical.pl/app/uploads/2021/10/18853-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.1.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-curved-fig-1/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-117-020,Falcon,Elevator Lindo-Levian serrated curved fig. 2,DE.117.020,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18854-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.2.jpg,https://falconmedical.pl/app/uploads/2021/10/18854-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.2.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-curved-fig-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-117-030,Falcon,Elevator Lindo-Levian serrated curved fig. 3,DE.117.030,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18855-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.3.jpg,https://falconmedical.pl/app/uploads/2021/10/18855-Dzwignia-Lindo-Levian-zabkowana-zaokraglona-fig.3.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-curved-fig-3/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-115-010,Falcon,Elevator Lindo-Levian serrated straight fig. 1,DE.115.010,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18850-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.1.jpg,https://falconmedical.pl/app/uploads/2021/10/18850-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.1.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-straight-fig-1/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-115-020,Falcon,Elevator Lindo-Levian serrated straight fig. 2,DE.115.020,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18851-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.2.jpg,https://falconmedical.pl/app/uploads/2021/10/18851-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.2.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-straight-fig-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-115-030,Falcon,Elevator Lindo-Levian serrated straight fig. 3,DE.115.030,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18852-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.3.jpg,https://falconmedical.pl/app/uploads/2021/10/18852-Dzwignia-Lindo-Levian-zabkowana-prosta-fig.3.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-lindo-levian-serrated-straight-fig-3/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-047-210,Falcon,Elevator London Hospital fig. 21,DE.047.210,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18929-Dzwignia-London-Hospital-fig.21.jpg,https://falconmedical.pl/app/uploads/2021/10/18929-Dzwignia-London-Hospital-fig.21.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-london-hospital-fig-21/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-047-220,Falcon,Elevator London Hospital fig. 22,DE.047.220,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18928-Dzwignia-London-Hospital-fig.22.jpg,https://falconmedical.pl/app/uploads/2021/10/18928-Dzwignia-London-Hospital-fig.22.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-london-hospital-fig-22/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-110-020,Falcon,Elevator right fig. 2,DE.110.020,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2021/10/18922-Dzwignia-Falcon-prawa-fig.2.jpg,https://falconmedical.pl/app/uploads/2021/10/18922-Dzwignia-Falcon-prawa-fig.2.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-right-fig-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-278-017,Falcon,Elevator root tip pick SE Davis fig. 1,DE.278.017,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2026/07/de278017.jpg,https://falconmedical.pl/app/uploads/2026/07/de278017.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-root-tip-pick-se-davis-fig-1/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-278-027,Falcon,Elevator root tip pick SE Davis left fig. 2,DE.278.027,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2026/07/de278027.jpg,https://falconmedical.pl/app/uploads/2026/07/de278027.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-root-tip-pick-se-davis-left-fig-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-297-017,Falcon,Elevator root tip pick SE West fig. 1,DE.297.017,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2026/07/de297017.jpg,https://falconmedical.pl/app/uploads/2026/07/de297017.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-root-tip-pick-se-west-fig-1-2/,falcon-manufacturer-catalog.json
CANON-FALCON-DE-297-027,Falcon,Elevator root tip pick SE West fig. 1,DE.297.027,1,EXACT_SOURCE_SINGLE_CARD,https://falconmedical.pl/app/uploads/2026/07/de297027.jpg,https://falconmedical.pl/app/uploads/2026/07/de297027.jpg,KZ_SKU_EVIDENCE_REQUIRED,https://falconmedical.pl/en/product/elevator-root-tip-pick-se-west-fig-1/,falcon-manufacturer-catalog.json
